stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
112124,BLO,BLAYDON,563519.5414,418480.6722,1,
112125,BLP,BELPER,347567.3924,434804.0465,1,
112129,BLT,BLANTYRE,657967.3864,269272.5422,1,
112131,BLV,BELLE VUE,396095.8219,388141.5364,1,
112132,BLW,BULWELL,344971.676,454096.4572,1,
112133,BLX,BLOXWICH,302295.8851,399307.7092,1,
112134,BLY,BLETCHLEY,233754.4406,486860.1709,1,
112211,BMB,BAMBER BRIDGE,425815.3341,356457.4979,1,
112212,BMC,BROMLEY CROSS,413123.5249,372918.1486,1,
112213,BMD,BRIMSDOWN,197033.8622,536315.5949,1,
112214,BME,BROOME,280941.9288,339949.8446,1,
112215,BMF,BROOMFLEET,427926.4199,487621.7847,1,
112216,BMG,BARMING,156887.3537,572993.4789,1,
112217,BMH,BOURNEMOUTH,91963.1244,409681.796,1,
112221,BML,BRAMHALL,384822.9719,389295.1329,1,
112223,BMN,BROMLEY NORTH,169728.5059,540433.3265,1,
112224,BMO,BIRMINGHAM MOOR STREET,286784.2735,407435.3869,1,
112225,BMP,BRAMPTON (CUMBRIA),559946.4147,354996.8716,1,
112227,BMR,BROMBOROUGH RAKE,381942.1386,334150.3243,1,
112228,BMS,BROMLEY SOUTH,168711.1137,540494.6877,1,
112229,BMT,BEDMINSTER,171457.496,358836.6314,1,
112231,BMV,BROMSGROVE,269118.5803,396690.2831,1,
112234,BMY,BRAMLEY (HANTS),159405.4132,465530.0087,1,
112310,BNA,BURNAGE,391724.8091,385798.8924,1,
112312,BNC,BURNLEY CENTRAL,433045.2147,383952.3142,1,
112313,BND,BRANDON,287230.1266,578427.6313,1,
112314,BNE,BOURNE END,187237.1608,489433.9095,1,
112315,BNF,BRITON FERRY,194831.2441,274152.4078,1,
112316,BNG,BANGOR (GWYNEDD),371658.0446,257508.0582,1,
112317,BNH,BARNEHURST,176217.093,550114.827,1,
112318,BNI,BARNES BRIDGE,176230.6048,521459.7793,1,
112321,BNL,BARNHILL,667188.7158,261005.4478,1,
112322,BNM,BURNHAM,181364.7195,493958.9294,1,
112325,BNP,BARNSTAPLE,132517.9301,255553.4537,1,
112327,BNR,BROCKLEY WHINS,562897.7451,434632.8739,1,
112328,BNS,BARNES,175668.1237,522269.0531,1,
112329,BNT,BRINNINGTON,392805.9477,391186.1656,1,
112331,BNV,BANAVIE,776755.9005,211273.4906,1,
112332,BNW,BOOTLE NEW STRAND,395598.6565,334046.9516,1,
112334,BNY,BARNSLEY,406547.3532,434726.0497,1,
112410,BOA,BRADFORD-ON-AVON,160664.3713,382492.1219,1,
112412,BOC,BOOTLE,489291.7333,309371.427,1,
112413,BOD,BODMIN PARKWAY,64073.6241,211042.5426,1,
112414,BOE,BOTLEY,113249.972,452183.0278,1,
112416,BOG,BOGNOR REGIS,99515.4372,493443.0587,1,
112417,BOH,BOSHAM,105447.4889,481264.3592,1,
112422,BOM,BROMBOROUGH,381002.4572,334359.5191,1,
112423,BON,BOLTON,408630.0948,371945.8501,1,
112425,BOP,BOWES PARK,191489.7362,530251.2249,1,
112427,BOR,BODORGAN,370183.7893,238713.8851,1,
112429,BOT,BOOTLE ORIEL ROAD,394898.9381,333968.4773,1,
112432,BOW,BOW STREET,284377.4966,262085.4212,1,
112511,BPB,BLACKPOOL PLEASURE BEACH,432911.3707,330664.4043,1,
112520,BPK,BROOKMANS PARK,204017.3141,524098.9201,1,
112523,BPN,BLACKPOOL NORTH,436806.0451,331085.0319,1,
112528,BPS,BLACKPOOL SOUTH,434071.5324,331010.5038,1,
112529,BPT,BISHOPTON,670490.2214,243767.3284,1,
112532,BPW,BRISTOL PARKWAY,179579.5387,362417.4439,1,
112710,BRA,BRORA,904162.7248,290654.0978,1,
112712,BRC,BREICH,660617.4748,295634.1029,1,
112714,BRE,BRENTWOOD,193028.2883,559386.2257,1,
112715,BRF,BRIERFIELD,436481.1253,384546.395,1,
112716,BRG,BOROUGH GREEN & WROTHAM,157415.5117,560894.6861,1,
112717,BRH,BORTH,290094.3196,260934.4773,1,
112718,BRI,BRISTOL TEMPLE MEADS,172394.7042,359763.3588,1,
112720,BRK,BERWICK,106785.5855,552582.0029,1,
112721,BRL,BARRHILL,581640.2616,222581.3369,1,
112722,BRM,BARMOUTH,315848.3607,261185.1884,1,
112723,BRN,BEARSDEN,671782.1784,254332.6939,1,
112724,BRO,BRIDGE OF ORCHY,739448.875,230024.3924,1,
112725,BRP,BRAMPTON (SUFFOLK),283408.3322,641200.3536,1,
112727,BRR,BARRHEAD,659331.3412,249832.2214,1,
112728,BRS,BERRYLANDS,168065.7448,519686.4,1,
112730,BRU,BRUTON,134805.8155,368794.5278,1,
112731,BRV,BOURNVILLE,281047.5294,405083.3268,1,
112732,BRW,BRUNSWICK,387818.601,335177.0383,1,
112733,BRX,BRIXTON,175456.8015,531159.235,1,
