FromCRS,ToCRS,TravelTime,TSys
WIM,PAD,30.93518519,PuT-Aux
WGR,PAD,51.26178161,PuT-Aux
WWA,PAD,46.59674797,PuT-Aux
AMR,STP,74.05833333,PuT-Aux
ANY,STP,55.99901961,PuT-Aux
BAL,STP,45.40634058,PuT-Aux
BKG,STP,47.61535088,PuT-Aux
BAK,STP,64.66666667,PuT-Aux
BET,STP,34.71060606,PuT-Aux
BRX,STP,38.12300195,PuT-Aux
BCY,STP,40.23802817,PuT-Aux
BCV,STP,31.85784314,PuT-Aux
BSH,STP,62.42432432,PuT-Aux
CBH,STP,37.82857143,PuT-Aux
CPK,STP,67.98974359,PuT-Aux
CFO,STP,70.87246377,PuT-Aux
CHN,STP,50.42254902,PuT-Aux
CLW,STP,67.43333333,PuT-Aux
CTK,STP,14.13333333,PuT-Aux
CLJ,STP,52.83987539,PuT-Aux
CPT,STP,40.24431818,PuT-Aux
CYP,STP,51.17361111,PuT-Aux
EAL,STP,35.82558685,PuT-Aux
EDR,STP,38.66666667,PuT-Aux
EPH,STP,32.59598214,PuT-Aux
ZFD,STP,11.03333333,PuT-Aux
FPK,STP,14.26470588,PuT-Aux
FOH,STP,44.82083333,PuT-Aux
GFD,STP,56.52283105,PuT-Aux
GNW,STP,31.94404762,PuT-Aux
HKC,STP,40.85833333,PuT-Aux
HRY,STP,47.89304029,PuT-Aux
HRW,STP,57.62179487,PuT-Aux
HOH,STP,47.19615385,PuT-Aux
HTE,STP,65.53968254,PuT-Aux
HDL,STP,63.63387978,PuT-Aux
HHY,STP,21.31666667,PuT-Aux
HPA,STP,44.04366197,PuT-Aux
IMW,STP,53.88154762,PuT-Aux
KPA,STP,49.29166667,PuT-Aux
KTN,STP,12.01666667,PuT-Aux
KBN,STP,40.03333333,PuT-Aux
LEW,STP,34.13817967,PuT-Aux
LHS,STP,46.4,PuT-Aux
BFR,STP,34.12284644,PuT-Aux
LBG,STP,28.9257326,PuT-Aux
CST,STP,29.2234714,PuT-Aux
CHX,STP,27.80442177,PuT-Aux
EUS,STP,25.97643229,PuT-Aux
FST,STP,50.85748299,PuT-Aux
LOF,STP,38.29027778,PuT-Aux
KGX,STP,24.53333333,PuT-Aux
LST,STP,18.3218254,PuT-Aux
MYB,STP,31.02121212,PuT-Aux
PAD,STP,23.62649123,PuT-Aux
VIC,STP,31.80696864,PuT-Aux
WAT,STP,32.67087814,PuT-Aux
WAE,STP,31.5964135,PuT-Aux
MOG,STP,17.33533333,PuT-Aux
NXG,STP,37.25469484,PuT-Aux
NWD,STP,36.34013605,PuT-Aux
OLD,STP,25.14871795,PuT-Aux
PNE,STP,63.91666667,PuT-Aux
PUT,STP,64.32575758,PuT-Aux
QRP,STP,40.3,PuT-Aux
REC,STP,39.3490991,PuT-Aux
RMD,STP,60.79061489,PuT-Aux
RIC,STP,62.39393939,PuT-Aux
RMF,STP,47.15795455,PuT-Aux
SVS,STP,21.7754902,PuT-Aux
SPB,STP,38.96410256,PuT-Aux
SLV,STP,36.66666667,PuT-Aux
SOH,STP,37.9819209,PuT-Aux
SRU,STP,63.15668605,PuT-Aux
SBU,STP,41.16666667,PuT-Aux
SMH,STP,37.76593137,PuT-Aux
SKW,STP,39.16102941,PuT-Aux
SRA,STP,27.31512027,PuT-Aux
SFA,STP,30.2122807,PuT-Aux
SYD,STP,47.45138889,PuT-Aux
TEO,STP,46.3,PuT-Aux
TOM,STP,24.74656863,PuT-Aux
TUR,STP,43.91666667,PuT-Aux
UPM,STP,74.31666667,PuT-Aux
VXH,STP,33.33627451,PuT-Aux
WWR,STP,43.41666667,PuT-Aux
WNP,STP,54.42258065,PuT-Aux
WFJ,STP,56.68823529,PuT-Aux
WMB,STP,49.43939394,PuT-Aux
WBP,STP,45.78512974,PuT-Aux
WCY,STP,42.21666667,PuT-Aux
WEH,STP,35.56479592,PuT-Aux
WHD,STP,41.74656357,PuT-Aux
WHL,STP,36.1,PuT-Aux
WIJ,STP,39.12657658,PuT-Aux
WIM,STP,48.13333333,PuT-Aux
WGR,STP,55.26470588,PuT-Aux
WWA,STP,45.70704225,PuT-Aux
AMR,VIC,68.6875,PuT-Aux
ANY,VIC,48.12654321,PuT-Aux
BAL,VIC,19.06252302,PuT-Aux
BKG,VIC,43.2670913,PuT-Aux
BAK,VIC,30.55970874,PuT-Aux
BET,VIC,36.12588326,PuT-Aux
BRX,VIC,12.67189153,PuT-Aux
BCY,VIC,35.16100629,PuT-Aux
BCV,VIC,25.66891892,PuT-Aux
BSH,VIC,55.9912037,PuT-Aux
CBH,VIC,35.75651515,PuT-Aux
CPK,VIC,57.71565217,PuT-Aux
CFO,VIC,65.36547619,PuT-Aux
CHN,VIC,45.51363636,PuT-Aux
CLW,VIC,61.86547619,PuT-Aux
CTK,VIC,24.80076453,PuT-Aux
CLJ,VIC,25.28378871,PuT-Aux
CPT,VIC,37.02916667,PuT-Aux
CYP,VIC,45.80720339,PuT-Aux
DMK,VIC,35.53306011,PuT-Aux
EAL,VIC,35.72531807,PuT-Aux
EDR,VIC,31.90765766,PuT-Aux
EPH,VIC,18.84631728,PuT-Aux
ZFD,VIC,22.34285714,PuT-Aux
FPK,VIC,18.55013495,PuT-Aux
FOH,VIC,39.5453125,PuT-Aux
GFD,VIC,38.24971264,PuT-Aux
GNW,VIC,40.29953184,PuT-Aux
HKC,VIC,28.1269697,PuT-Aux
HRY,VIC,37.52948718,PuT-Aux
HRW,VIC,41.16666667,PuT-Aux
HOH,VIC,40.32613511,PuT-Aux
HTE,VIC,54.89698276,PuT-Aux
HDL,VIC,53.02035398,PuT-Aux
HHY,VIC,17.47945114,PuT-Aux
HPA,VIC,38.86100629,PuT-Aux
IMW,VIC,20.62083333,PuT-Aux
KPA,VIC,20.02083333,PuT-Aux
KTN,VIC,20.06728972,PuT-Aux
KBN,VIC,29.54398148,PuT-Aux
LEW,VIC,39.48792208,PuT-Aux
LHS,VIC,26.75920543,PuT-Aux
BFR,VIC,13.1861991,PuT-Aux
LBG,VIC,18.32196468,PuT-Aux
CST,VIC,15.75232733,PuT-Aux
CHX,VIC,13.96059871,PuT-Aux
EUS,VIC,15.51310484,PuT-Aux
FST,VIC,43.23078556,PuT-Aux
LOF,VIC,35.84938272,PuT-Aux
KGX,VIC,27.6754902,PuT-Aux
LST,VIC,23.47682198,PuT-Aux
MYB,VIC,16.33678161,PuT-Aux
PAD,VIC,18.08298611,PuT-Aux
STP,VIC,30.67299742,PuT-Aux
WAT,VIC,15.12473333,PuT-Aux
WAE,VIC,27.303,PuT-Aux
MOG,VIC,22.92838773,PuT-Aux
NXG,VIC,32.43238994,PuT-Aux
NWD,VIC,41.52694444,PuT-Aux
OLD,VIC,20.70302198,PuT-Aux
PMR,VIC,36.27901235,PuT-Aux
PNE,VIC,35.09333333,PuT-Aux
PUT,VIC,32.67094595,PuT-Aux
QRP,VIC,33.90039683,PuT-Aux
REC,VIC,35.14402516,PuT-Aux
RMD,VIC,34.36757576,PuT-Aux
RIC,VIC,56.92996454,PuT-Aux
RMF,VIC,52.46507491,PuT-Aux
SVS,VIC,22.70087366,PuT-Aux
SPB,VIC,23.09091592,PuT-Aux
SLV,VIC,29.90765766,PuT-Aux
SOH,VIC,29.19398148,PuT-Aux
SRU,VIC,45.09840426,PuT-Aux
SBU,VIC,34.91666667,PuT-Aux
SMH,VIC,27.5,PuT-Aux
SKW,VIC,29.98333333,PuT-Aux
SRA,VIC,30.87957998,PuT-Aux
SFA,VIC,39.52182254,PuT-Aux
SYD,VIC,42.18072917,PuT-Aux
TEO,VIC,40.05,PuT-Aux
TOM,VIC,25.61211485,PuT-Aux
TUR,VIC,37.66666667,PuT-Aux
UPM,VIC,59.11319911,PuT-Aux
VXH,VIC,7.875595238,PuT-Aux
WWR,VIC,38.58214286,PuT-Aux
WNP,VIC,41.88245614,PuT-Aux
WFJ,VIC,46.57635659,PuT-Aux
WMB,VIC,39.43377778,PuT-Aux
WBP,VIC,14.17288136,PuT-Aux
WCY,VIC,52.46857143,PuT-Aux
WEH,VIC,30.98516579,PuT-Aux
WHD,VIC,21.78444444,PuT-Aux
WHL,VIC,29.34099099,PuT-Aux
WIJ,VIC,32.55660661,PuT-Aux
WIM,VIC,31.53103976,PuT-Aux
WGR,VIC,43.95350877,PuT-Aux
WWA,VIC,45.32679325,PuT-Aux
AMR,WAT,67.11862745,PuT-Aux
ANY,WAT,38.34259259,PuT-Aux
BAL,WAT,21.66666667,PuT-Aux
BKG,WAT,37.82449909,PuT-Aux
BAK,WAT,29.81971326,PuT-Aux
BET,WAT,27.60818713,PuT-Aux
BRX,WAT,24.90517032,PuT-Aux
BCY,WAT,25.95300926,PuT-Aux
BCV,WAT,30.70657895,PuT-Aux
BSH,WAT,56.78464912,PuT-Aux
CBH,WAT,32.24181818,PuT-Aux
CPK,WAT,60.37973856,PuT-Aux
CFO,WAT,63.65328638,PuT-Aux
CHN,WAT,52.61466667,PuT-Aux
CLW,WAT,60.15328638,PuT-Aux
CTK,WAT,28.60242215,PuT-Aux
CLJ,WAT,34.57726908,PuT-Aux
CPT,WAT,40.40144231,PuT-Aux
CYP,WAT,38.35225225,PuT-Aux
DMK,WAT,30.30863095,PuT-Aux
EAL,WAT,32.80298742,PuT-Aux
EDR,WAT,36.91710526,PuT-Aux
EPH,WAT,12.94291667,PuT-Aux
ZFD,WAT,19.60307018,PuT-Aux
FPK,WAT,23.42796209,PuT-Aux
FOH,WAT,30.38356481,PuT-Aux
GFD,WAT,42.96916667,PuT-Aux
GNW,WAT,36.28242188,PuT-Aux
HKC,WAT,37.24482879,PuT-Aux
HRY,WAT,45.02688889,PuT-Aux
HRW,WAT,46.41132479,PuT-Aux
HOH,WAT,39.13289474,PuT-Aux
HTE,WAT,57.8503268,PuT-Aux
HDL,WAT,56.11410256,PuT-Aux
HHY,WAT,22.31595238,PuT-Aux
HPA,WAT,29.65300926,PuT-Aux
IMW,WAT,40.56515152,PuT-Aux
KPA,WAT,40.69305556,PuT-Aux
KTN,WAT,22.57425926,PuT-Aux
KBN,WAT,33.70625,PuT-Aux
LEW,WAT,34.6679078,PuT-Aux
LHS,WAT,22.36190476,PuT-Aux
BFR,WAT,14.26313933,PuT-Aux
LBG,WAT,13.84641256,PuT-Aux
CST,WAT,16.96683168,PuT-Aux
CHX,WAT,11.67050102,PuT-Aux
EUS,WAT,18.5537037,PuT-Aux
FST,WAT,37.37352941,PuT-Aux
LOF,WAT,34.27487179,PuT-Aux
KGX,WAT,33.21851852,PuT-Aux
LST,WAT,18.80789086,PuT-Aux
MYB,WAT,19.48551724,PuT-Aux
PAD,WAT,21.05603448,PuT-Aux
STP,WAT,33.95786164,PuT-Aux
VIC,WAT,14.90272615,PuT-Aux
WAE,WAT,27.41412429,PuT-Aux
MOG,WAT,18.80798381,PuT-Aux
NXG,WAT,23.22662037,PuT-Aux
NWD,WAT,37.59753788,PuT-Aux
OLD,WAT,21.44774194,PuT-Aux
PMR,WAT,26.81126126,PuT-Aux
PNE,WAT,41.47098765,PuT-Aux
PUT,WAT,40.12428571,PuT-Aux
QRP,WAT,24.48564815,PuT-Aux
REC,WAT,35.93926941,PuT-Aux
RMD,WAT,45.3407563,PuT-Aux
RIC,WAT,55.23623188,PuT-Aux
RMF,WAT,46.03920863,PuT-Aux
SVS,WAT,27.54102564,PuT-Aux
SPB,WAT,27.67194093,PuT-Aux
SLV,WAT,34.91710526,PuT-Aux
SOH,WAT,33.35625,PuT-Aux
SRU,WAT,49.72019608,PuT-Aux
SBU,WAT,40.08859649,PuT-Aux
SMH,WAT,34.3636612,PuT-Aux
SKW,WAT,35.29489247,PuT-Aux
SRA,WAT,27.22592593,PuT-Aux
SFA,WAT,31.53297101,PuT-Aux
SYD,WAT,33.01412037,PuT-Aux
TEO,WAT,45.22192982,PuT-Aux
TOM,WAT,30.46366667,PuT-Aux
TUR,WAT,42.83859649,PuT-Aux
UPM,WAT,47.80254237,PuT-Aux
VXH,WAT,20.2200783,PuT-Aux
WWR,WAT,33.30393519,PuT-Aux
WNP,WAT,51.86652422,PuT-Aux
WFJ,WAT,50.58589744,PuT-Aux
WMB,WAT,42.41164384,PuT-Aux
WBP,WAT,25.6979798,PuT-Aux
WCY,WAT,43.92887324,PuT-Aux
WEH,WAT,25.68930348,PuT-Aux
WHD,WAT,23.97094595,PuT-Aux
WHL,WAT,34.3504386,PuT-Aux
WIJ,WAT,36.30642202,PuT-Aux
WIM,WAT,42.20304569,PuT-Aux
WGR,WAT,49.22283333,PuT-Aux
WWA,WAT,38.5014245,PuT-Aux
AMR,WAE,83.25208333,PuT-Aux
BAL,WAE,41.57580645,PuT-Aux
BKG,WAE,52.98376437,PuT-Aux
BAK,WAE,47.59298246,PuT-Aux
BET,WAE,44.07578269,PuT-Aux
BRX,WAE,36.84503058,PuT-Aux
BCY,WAE,30.82777778,PuT-Aux
BCV,WAE,54.52222222,PuT-Aux
BSH,WAE,69.76388889,PuT-Aux
CBH,WAE,48.68275862,PuT-Aux
CPK,WAE,74.22333333,PuT-Aux
CFO,WAE,80.40555556,PuT-Aux
CHN,WAE,70.42916667,PuT-Aux
CLW,WAE,76.89154229,PuT-Aux
CTK,WAE,23.46923077,PuT-Aux
CLJ,WAE,50.00128205,PuT-Aux
CPT,WAE,53.11428571,PuT-Aux
CYP,WAE,42.66360544,PuT-Aux
DMK,WAE,53.78333333,PuT-Aux
EAL,WAE,51.10685764,PuT-Aux
EDR,WAE,60.72677903,PuT-Aux
EPH,WAE,29.63599574,PuT-Aux
ZFD,WAE,24.63589744,PuT-Aux
FPK,WAE,35.92049808,PuT-Aux
FOH,WAE,35.14444444,PuT-Aux
GFD,WAE,56.97526882,PuT-Aux
GNW,WAE,26.24416667,PuT-Aux
HKC,WAE,50.05371411,PuT-Aux
HRY,WAE,59.33045977,PuT-Aux
HRW,WAE,59.20046948,PuT-Aux
HOH,WAE,56.2556391,PuT-Aux
HTE,WAE,72.43142077,PuT-Aux
HDL,WAE,70.54942529,PuT-Aux
HHY,WAE,35.77895299,PuT-Aux
HPA,WAE,34.44444444,PuT-Aux
IMW,WAE,47.65448718,PuT-Aux
KPA,WAE,46.93266667,PuT-Aux
KTN,WAE,36.28805556,PuT-Aux
KBN,WAE,48.39275362,PuT-Aux
LEW,WAE,23.98809524,PuT-Aux
LHS,WAE,37.89799197,PuT-Aux
BFR,WAE,26.50892019,PuT-Aux
LBG,WAE,33.84071429,PuT-Aux
CST,WAE,29.50063752,PuT-Aux
CHX,WAE,26.46868687,PuT-Aux
EUS,WAE,30.90694444,PuT-Aux
FST,WAE,49.77580645,PuT-Aux
LOF,WAE,50.13374656,PuT-Aux
KGX,WAE,46.5537037,PuT-Aux
LST,WAE,33.04168865,PuT-Aux
MYB,WAE,32.71811594,PuT-Aux
PAD,WAE,34.3750423,PuT-Aux
STP,WAE,31.89388186,PuT-Aux
VIC,WAE,27.21347518,PuT-Aux
WAT,WAE,26.74389978,PuT-Aux
MOG,WAE,32.46388013,PuT-Aux
NXG,WAE,27.34444444,PuT-Aux
NWD,WAE,28.07138365,PuT-Aux
OLD,WAE,31.32246377,PuT-Aux
PMR,WAE,27.49166667,PuT-Aux
PNE,WAE,60.13809524,PuT-Aux
PUT,WAE,51.92811245,PuT-Aux
QRP,WAE,25.49166667,PuT-Aux
REC,WAE,52.63997494,PuT-Aux
RMD,WAE,58.25064103,PuT-Aux
RIC,WAE,71.96552163,PuT-Aux
RMF,WAE,59.04895833,PuT-Aux
SVS,WAE,40.87604167,PuT-Aux
SPB,WAE,41.10208333,PuT-Aux
SLV,WAE,58.72677903,PuT-Aux
SOH,WAE,47.83985507,PuT-Aux
SRU,WAE,64.44602273,PuT-Aux
SBU,WAE,61.55416667,PuT-Aux
SMH,WAE,53.2452381,PuT-Aux
SKW,WAE,53.48577982,PuT-Aux
SRA,WAE,40.39541485,PuT-Aux
SFA,WAE,46.35591398,PuT-Aux
SYD,WAE,37.76111111,PuT-Aux
TEO,WAE,66.6875,PuT-Aux
TOM,WAE,43.83407643,PuT-Aux
TUR,WAE,64.30416667,PuT-Aux
UPM,WAE,69.36118881,PuT-Aux
VXH,WAE,33.27941712,PuT-Aux
WWR,WAE,48.82592593,PuT-Aux
WNP,WAE,63.5105042,PuT-Aux
WFJ,WAE,63.49015152,PuT-Aux
WMB,WAE,56.625,PuT-Aux
WBP,WAE,38.63888889,PuT-Aux
WCY,WAE,33.86666667,PuT-Aux
WEH,WAE,37.7245098,PuT-Aux
WHD,WAE,40.74647436,PuT-Aux
WHL,WAE,58.16011236,PuT-Aux
WIJ,WAE,49.809375,PuT-Aux
WIM,WAE,54.26238095,PuT-Aux
WGR,WAE,62.01864407,PuT-Aux
WWA,WAE,38.65,PuT-Aux
AMR,MOG,65.70989583,PuT-Aux
ANY,MOG,42.7327381,PuT-Aux
BAL,MOG,29.62092593,PuT-Aux
BKG,MOG,32.80619658,PuT-Aux
BAK,MOG,42.80456853,PuT-Aux
BET,MOG,18.32342342,PuT-Aux
BRX,MOG,25.28590504,PuT-Aux
BCY,MOG,29.50668073,PuT-Aux
BCV,MOG,30.89356061,PuT-Aux
BSH,MOG,56.16041667,PuT-Aux
CBH,MOG,21.07222222,PuT-Aux
CPK,MOG,59.58672316,PuT-Aux
CFO,MOG,62.88541667,PuT-Aux
CHN,MOG,46.64935897,PuT-Aux
CLW,MOG,59.38541667,PuT-Aux
CTK,MOG,14.9130363,PuT-Aux
CLJ,MOG,40.79683128,PuT-Aux
CPT,MOG,26.68981481,PuT-Aux
CYP,MOG,41.75965517,PuT-Aux
DMK,MOG,34.55495495,PuT-Aux
EAL,MOG,36.10901961,PuT-Aux
EDR,MOG,37.10719697,PuT-Aux
EPH,MOG,16.96861111,PuT-Aux
ZFD,MOG,9.984237726,PuT-Aux
FPK,MOG,21.043125,PuT-Aux
FOH,MOG,33.93227848,PuT-Aux
GFD,MOG,47.3498996,PuT-Aux
GNW,MOG,31.92620275,PuT-Aux
HKC,MOG,25.81212607,PuT-Aux
HRY,MOG,44.99941957,PuT-Aux
HRW,MOG,44.93063492,PuT-Aux
HOH,MOG,39.73721264,PuT-Aux
HTE,MOG,56.76228632,PuT-Aux
HDL,MOG,54.77677778,PuT-Aux
HHY,MOG,19.89266667,PuT-Aux
HPA,MOG,33.20675105,PuT-Aux
IMW,MOG,46.02104701,PuT-Aux
KPA,MOG,42.30439673,PuT-Aux
KTN,MOG,22.53064346,PuT-Aux
KBN,MOG,33.81314554,PuT-Aux
LEW,MOG,34.96467391,PuT-Aux
LHS,MOG,16.59020833,PuT-Aux
BFR,MOG,18.51765957,PuT-Aux
LBG,MOG,13.5735267,PuT-Aux
CST,MOG,14.60113475,PuT-Aux
CHX,MOG,21.36160221,PuT-Aux
EUS,MOG,19.97720994,PuT-Aux
FST,MOG,33.9443662,PuT-Aux
LOF,MOG,23.27972973,PuT-Aux
KGX,MOG,32.27721088,PuT-Aux
LST,MOG,8.44479638,PuT-Aux
MYB,MOG,24.85737515,PuT-Aux
PAD,MOG,18.73845833,PuT-Aux
STP,MOG,18.1744,PuT-Aux
VIC,MOG,23.4566108,PuT-Aux
WAT,MOG,18.56380071,PuT-Aux
WAE,MOG,30.96300236,PuT-Aux
NXG,MOG,26.73758865,PuT-Aux
NWD,MOG,36.86302428,PuT-Aux
OLD,MOG,12.2330303,PuT-Aux
PMR,MOG,29.38123752,PuT-Aux
PNE,MOG,51.70107527,PuT-Aux
PUT,MOG,42.78401826,PuT-Aux
QRP,MOG,27.29146586,PuT-Aux
REC,MOG,28.24837398,PuT-Aux
RMD,MOG,52.28341924,PuT-Aux
RIC,MOG,54.46950355,PuT-Aux
RMF,MOG,34.432038,PuT-Aux
SVS,MOG,24.50375427,PuT-Aux
SPB,MOG,31.63309932,PuT-Aux
SLV,MOG,35.10719697,PuT-Aux
SOH,MOG,33.49131455,PuT-Aux
SRU,MOG,54.09818182,PuT-Aux
SBU,MOG,40.20426357,PuT-Aux
SMH,MOG,29.49583333,PuT-Aux
SKW,MOG,30.2172619,PuT-Aux
SRA,MOG,17.21882821,PuT-Aux
SFA,MOG,21.25453515,PuT-Aux
SYD,MOG,36.56160338,PuT-Aux
TEO,MOG,45.3375969,PuT-Aux
TOM,MOG,27.43072361,PuT-Aux
TUR,MOG,42.95426357,PuT-Aux
UPM,MOG,46.24824561,PuT-Aux
VXH,MOG,23.1095326,PuT-Aux
WWR,MOG,37.7521021,PuT-Aux
WNP,MOG,42.69778646,PuT-Aux
WFJ,MOG,50.22437811,PuT-Aux
WMB,MOG,42.50855856,PuT-Aux
WBP,MOG,34.35342857,PuT-Aux
WCY,MOG,46.0026975,PuT-Aux
WEH,MOG,22.32667336,PuT-Aux
WHD,MOG,26.93810916,PuT-Aux
WHL,MOG,34.5405303,PuT-Aux
WIJ,MOG,37.00033333,PuT-Aux
WIM,MOG,47.03103448,PuT-Aux
WGR,MOG,41.79105866,PuT-Aux
WWA,MOG,36.60284757,PuT-Aux
AMR,NXG,79.28541667,PuT-Aux
ANY,NXG,19.39722222,PuT-Aux
BAL,NXG,37.60597826,PuT-Aux
BKG,NXG,37.26322464,PuT-Aux
BAK,NXG,45.29444444,PuT-Aux
BET,NXG,41.45350877,PuT-Aux
BRX,NXG,43.76676892,PuT-Aux
BCY,NXG,6.75,PuT-Aux
BCV,NXG,45.24666667,PuT-Aux
BSH,NXG,75.52608696,PuT-Aux
CBH,NXG,46.65581395,PuT-Aux
CPK,NXG,86.36618123,PuT-Aux
CFO,NXG,76.65900901,PuT-Aux
CHN,NXG,63.9,PuT-Aux
CLW,NXG,73.15900901,PuT-Aux
CTK,NXG,33.08333333,PuT-Aux
CLJ,NXG,37.49787879,PuT-Aux
CPT,NXG,48.53055556,PuT-Aux
CYP,NXG,18.35925926,PuT-Aux
DMK,NXG,21.4,PuT-Aux
EAL,NXG,48.54802632,PuT-Aux
EDR,NXG,51.45666667,PuT-Aux
EPH,NXG,24.96263736,PuT-Aux
ZFD,NXG,29.89623656,PuT-Aux
FPK,NXG,37.01388889,PuT-Aux
FOH,NXG,11.15,PuT-Aux
GFD,NXG,55.20576923,PuT-Aux
GNW,NXG,26.85555556,PuT-Aux
HKC,NXG,40.44319728,PuT-Aux
HRY,NXG,60.12333333,PuT-Aux
HRW,NXG,63.49047619,PuT-Aux
HOH,NXG,50.46369863,PuT-Aux
HTE,NXG,83.36618123,PuT-Aux
HDL,NXG,81.36618123,PuT-Aux
HHY,NXG,32.11392694,PuT-Aux
HPA,NXG,10.45,PuT-Aux
IMW,NXG,48.37312925,PuT-Aux
KPA,NXG,57.63159204,PuT-Aux
KTN,NXG,39.67820513,PuT-Aux
KBN,NXG,56.55114943,PuT-Aux
LEW,NXG,26.92368421,PuT-Aux
LHS,NXG,26.72962963,PuT-Aux
BFR,NXG,31.65537634,PuT-Aux
LBG,NXG,18.48194444,PuT-Aux
CST,NXG,30.27827715,PuT-Aux
CHX,NXG,28.52996454,PuT-Aux
EUS,NXG,38.46021195,PuT-Aux
FST,NXG,37.5952381,PuT-Aux
LOF,NXG,47.45392157,PuT-Aux
KGX,NXG,48.4622807,PuT-Aux
LST,NXG,29.48717949,PuT-Aux
MYB,NXG,33.14855072,PuT-Aux
PAD,NXG,35.48350084,PuT-Aux
STP,NXG,38.10087719,PuT-Aux
VIC,NXG,34.61208577,PuT-Aux
WAT,NXG,23.67013889,PuT-Aux
WAE,NXG,22.28888889,PuT-Aux
MOG,NXG,27.89601716,PuT-Aux
NWD,NXG,21.475,PuT-Aux
OLD,NXG,30.65535714,PuT-Aux
PMR,NXG,18.025,PuT-Aux
PNE,NXG,38.76666667,PuT-Aux
PUT,NXG,51.90952381,PuT-Aux
QRP,NXG,16.025,PuT-Aux
REC,NXG,50.77982456,PuT-Aux
RMD,NXG,55.67910798,PuT-Aux
RIC,NXG,68.20159817,PuT-Aux
RMF,NXG,46.18658537,PuT-Aux
SVS,NXG,41.13401826,PuT-Aux
SPB,NXG,38.94953052,PuT-Aux
SLV,NXG,49.45666667,PuT-Aux
SOH,NXG,55.02192982,PuT-Aux
SRU,NXG,62.21013514,PuT-Aux
SBU,NXG,53.99492754,PuT-Aux
SMH,NXG,48.33684211,PuT-Aux
SKW,NXG,49.96428571,PuT-Aux
SRA,NXG,25.4651341,PuT-Aux
SFA,NXG,32.69497717,PuT-Aux
SYD,NXG,13.77777778,PuT-Aux
TEO,NXG,59.12826087,PuT-Aux
TOM,NXG,44.12407407,PuT-Aux
TUR,NXG,56.74492754,PuT-Aux
UPM,NXG,52.8800813,PuT-Aux
VXH,NXG,39.64882479,PuT-Aux
WWR,NXG,27.21111111,PuT-Aux
WNP,NXG,49.93387097,PuT-Aux
WFJ,NXG,70.62721519,PuT-Aux
WMB,NXG,55.9245614,PuT-Aux
WBP,NXG,45.07179487,PuT-Aux
WCY,NXG,27.32222222,PuT-Aux
WEH,NXG,22.70208333,PuT-Aux
WHD,NXG,34.77361111,PuT-Aux
WHL,NXG,48.89,PuT-Aux
WIJ,NXG,55.2497807,PuT-Aux
WIM,NXG,49.23333333,PuT-Aux
WGR,NXG,47.80081967,PuT-Aux
WWA,NXG,39.33452381,PuT-Aux
AMR,NWD,96.98333333,PuT-Aux
ANY,NWD,8.716666667,PuT-Aux
BAL,NWD,45.37962963,PuT-Aux
BKG,NWD,55.39545455,PuT-Aux
BAK,NWD,40.54791667,PuT-Aux
BET,NWD,48.12719298,PuT-Aux
BRX,NWD,48.81012461,PuT-Aux
BCY,NWD,20.48648649,PuT-Aux
BCV,NWD,61.1952381,PuT-Aux
BSH,NWD,85.25172414,PuT-Aux
CBH,NWD,51.18301887,PuT-Aux
CPK,NWD,88.88252033,PuT-Aux
CFO,NWD,87.31904762,PuT-Aux
CHN,NWD,77.17380952,PuT-Aux
CLW,NWD,83.81904762,PuT-Aux
CTK,NWD,25.73333333,PuT-Aux
CLJ,NWD,27.26182796,PuT-Aux
CPT,NWD,60.36666667,PuT-Aux
CYP,NWD,9.633333333,PuT-Aux
DMK,NWD,40.15,PuT-Aux
EAL,NWD,51.85555556,PuT-Aux
EDR,NWD,66.91884058,PuT-Aux
EPH,NWD,32.6787037,PuT-Aux
ZFD,NWD,26.9,PuT-Aux
FOH,NWD,14.88611111,PuT-Aux
GFD,NWD,70.08347701,PuT-Aux
GNW,NWD,37.23939394,PuT-Aux
HKC,NWD,57.04405594,PuT-Aux
HRY,NWD,74.58888889,PuT-Aux
HRW,NWD,73.34425287,PuT-Aux
HOH,NWD,62.74237288,PuT-Aux
HTE,NWD,85.86406926,PuT-Aux
HDL,NWD,83.52380952,PuT-Aux
HHY,NWD,49.66111111,PuT-Aux
HPA,NWD,19.18611111,PuT-Aux
IMW,NWD,37.58645833,PuT-Aux
KPA,NWD,42.91666667,PuT-Aux
KTN,NWD,48.80738095,PuT-Aux
KBN,NWD,61.08809524,PuT-Aux
LEW,NWD,31.38518519,PuT-Aux
LHS,NWD,42.10734127,PuT-Aux
BFR,NWD,52.15653153,PuT-Aux
LBG,NWD,38.07407407,PuT-Aux
CST,NWD,39.13852459,PuT-Aux
CHX,NWD,43.52032967,PuT-Aux
EUS,NWD,45.78256881,PuT-Aux
FST,NWD,56.30952381,PuT-Aux
LOF,NWD,53.33333333,PuT-Aux
LST,NWD,39.17264493,PuT-Aux
MYB,NWD,46.32312925,PuT-Aux
PAD,NWD,41.28787879,PuT-Aux
STP,NWD,34.16666667,PuT-Aux
VIC,NWD,40.20707071,PuT-Aux
WAT,NWD,38.17883895,PuT-Aux
WAE,NWD,27.19166667,PuT-Aux
MOG,NWD,37.71388889,PuT-Aux
NXG,NWD,22.51666667,PuT-Aux
OLD,NWD,36.17368421,PuT-Aux
PMR,NWD,31.025,PuT-Aux
PNE,NWD,53.09561404,PuT-Aux
