FromCRS,ToCRS,TravelTime,TSys
SOH,HDL,31.72222222,PuT-Aux
SRU,HDL,69.9,PuT-Aux
SBU,HDL,72.76666667,PuT-Aux
SMH,HDL,68.02101449,PuT-Aux
SKW,HDL,70.1468254,PuT-Aux
SRA,HDL,67.80291262,PuT-Aux
SFA,HDL,75.06,PuT-Aux
SYD,HDL,84.90022831,PuT-Aux
TEO,HDL,77.9,PuT-Aux
TOM,HDL,59.82959502,PuT-Aux
TUR,HDL,75.51666667,PuT-Aux
UPM,HDL,107.5,PuT-Aux
VXH,HDL,56.33902954,PuT-Aux
WWR,HDL,63.2408046,PuT-Aux
WNP,HDL,82.28333333,PuT-Aux
WFJ,HDL,18.11627907,PuT-Aux
WMB,HDL,15.67945736,PuT-Aux
WBP,HDL,39.91568627,PuT-Aux
WCY,HDL,83.16884058,PuT-Aux
WEH,HDL,76.42844203,PuT-Aux
WHD,HDL,44.25873016,PuT-Aux
WHL,HDL,66.72142857,PuT-Aux
WIJ,HDL,24.025,PuT-Aux
WIM,HDL,58.1647619,PuT-Aux
WGR,HDL,84.65813953,PuT-Aux
WWA,HDL,87.38113208,PuT-Aux
AMR,HHY,66.59635417,PuT-Aux
ANY,HHY,47.02207207,PuT-Aux
BAL,HHY,30.66399632,PuT-Aux
BKG,HHY,38.95407125,PuT-Aux
BAK,HHY,30.02098765,PuT-Aux
BET,HHY,23.67033898,PuT-Aux
BRX,HHY,24.29186508,PuT-Aux
BCY,HHY,34.83918919,PuT-Aux
BCV,HHY,14.9036036,PuT-Aux
BSH,HHY,52.74954955,PuT-Aux
CBH,HHY,21.54308943,PuT-Aux
CPK,HHY,54.31644444,PuT-Aux
CFO,HHY,64.04285714,PuT-Aux
CHN,HHY,34.73787879,PuT-Aux
CLW,HHY,60.54285714,PuT-Aux
CTK,HHY,23.06209677,PuT-Aux
CLJ,HHY,38.09072165,PuT-Aux
CPT,HHY,25.10046948,PuT-Aux
CYP,HHY,47.8,PuT-Aux
DMK,HHY,37.4537037,PuT-Aux
EAL,HHY,37.89537522,PuT-Aux
EDR,HHY,21.14009009,PuT-Aux
EPH,HHY,25.5817139,PuT-Aux
ZFD,HHY,15.19025875,PuT-Aux
FPK,HHY,8.160606061,PuT-Aux
FOH,HHY,39.25616438,PuT-Aux
GFD,HHY,42.81952862,PuT-Aux
GNW,HHY,44.23591667,PuT-Aux
HKC,HHY,12.01858974,PuT-Aux
HRY,HHY,27.38484848,PuT-Aux
HRW,HHY,35.53903509,PuT-Aux
HOH,HHY,40.65632184,PuT-Aux
HTE,HHY,51.73630137,PuT-Aux
HDL,HHY,50.34758065,PuT-Aux
HPA,HHY,38.53918919,PuT-Aux
IMW,HHY,47.80263158,PuT-Aux
KPA,HHY,42.08596491,PuT-Aux
KTN,HHY,17.30719697,PuT-Aux
KBN,HHY,27.62105263,PuT-Aux
LEW,HHY,48.89847826,PuT-Aux
LHS,HHY,28.74731707,PuT-Aux
BFR,HHY,26.49254386,PuT-Aux
LBG,HHY,21.9849359,PuT-Aux
CST,HHY,28.07494781,PuT-Aux
CHX,HHY,20.01093544,PuT-Aux
EUS,HHY,13.15683594,PuT-Aux
FST,HHY,43.33041958,PuT-Aux
LOF,HHY,19.77642276,PuT-Aux
KGX,HHY,16.90686275,PuT-Aux
LST,HHY,20.01031746,PuT-Aux
MYB,HHY,20.74827586,PuT-Aux
PAD,HHY,22.31741497,PuT-Aux
STP,HHY,21.07635135,PuT-Aux
VIC,HHY,17.22351779,PuT-Aux
WAT,HHY,22.14310078,PuT-Aux
WAE,HHY,36.1814992,PuT-Aux
MOG,HHY,18.15470588,PuT-Aux
NXG,HHY,32.11936937,PuT-Aux
NWD,HHY,48.51241135,PuT-Aux
OLD,HHY,11.8,PuT-Aux
PMR,HHY,39.1875,PuT-Aux
PNE,HHY,43.97666667,PuT-Aux
PUT,HHY,41.82785388,PuT-Aux
REC,HHY,20.63098592,PuT-Aux
RMD,HHY,48.76683168,PuT-Aux
RIC,HHY,55.78020833,PuT-Aux
RMF,HHY,42.5225641,PuT-Aux
SVS,HHY,11.93333333,PuT-Aux
SPB,HHY,27.40122324,PuT-Aux
SLV,HHY,19.14009009,PuT-Aux
SOH,HHY,25.01898148,PuT-Aux
SRU,HHY,49.5296748,PuT-Aux
SBU,HHY,24.15185185,PuT-Aux
SMH,HHY,18.06215278,PuT-Aux
SKW,HHY,19.62346939,PuT-Aux
SRA,HHY,20.22337662,PuT-Aux
SFA,HHY,27.06140351,PuT-Aux
SYD,HHY,41.88652968,PuT-Aux
TEO,HHY,29.28518519,PuT-Aux
TOM,HHY,14.84628852,PuT-Aux
TUR,HHY,26.90185185,PuT-Aux
UPM,HHY,54.83022989,PuT-Aux
VXH,HHY,19.50714286,PuT-Aux
WNP,HHY,30.53425926,PuT-Aux
WFJ,HHY,43.36944444,PuT-Aux
WMB,HHY,41.12606383,PuT-Aux
WBP,HHY,35.33649123,PuT-Aux
WCY,HHY,55.68294574,PuT-Aux
WEH,HHY,29.0660105,PuT-Aux
WHD,HHY,27.5752381,PuT-Aux
WHL,HHY,18.57342342,PuT-Aux
WIJ,HHY,31.75196078,PuT-Aux
WIM,HHY,43.71366667,PuT-Aux
WGR,HHY,32.92037037,PuT-Aux
WWA,HHY,47.03521505,PuT-Aux
AMR,HPA,86.46875,PuT-Aux
ANY,HPA,16.58055556,PuT-Aux
BAL,HPA,44.78931159,PuT-Aux
BKG,HPA,44.4518018,PuT-Aux
BAK,HPA,42.47777778,PuT-Aux
BET,HPA,48.63684211,PuT-Aux
BRX,HPA,51.02398374,PuT-Aux
BCY,HPA,8.933333333,PuT-Aux
BCV,HPA,52.43,PuT-Aux
BSH,HPA,82.93120567,PuT-Aux
CBH,HPA,53.83914729,PuT-Aux
CPK,HPA,92.53854167,PuT-Aux
CFO,HPA,83.84234234,PuT-Aux
CHN,HPA,71.08333333,PuT-Aux
CLW,HPA,80.34234234,PuT-Aux
CTK,HPA,39.98431373,PuT-Aux
CLJ,HPA,41.39748428,PuT-Aux
CPT,HPA,55.71388889,PuT-Aux
CYP,HPA,15.54259259,PuT-Aux
DMK,HPA,28.58333333,PuT-Aux
EAL,HPA,55.73135965,PuT-Aux
EDR,HPA,58.64,PuT-Aux
EPH,HPA,32.1459707,PuT-Aux
ZFD,HPA,37.07956989,PuT-Aux
FPK,HPA,44.19722222,PuT-Aux
FOH,HPA,8.333333333,PuT-Aux
GFD,HPA,62.38910256,PuT-Aux
GNW,HPA,36.20714286,PuT-Aux
HKC,HPA,47.61730769,PuT-Aux
HRY,HPA,67.41184211,PuT-Aux
HRW,HPA,70.80046729,PuT-Aux
HOH,HPA,57.64703196,PuT-Aux
HTE,HPA,89.61052632,PuT-Aux
HDL,HPA,87.61052632,PuT-Aux
HHY,HPA,39.29726027,PuT-Aux
IMW,HPA,49.64666667,PuT-Aux
KPA,HPA,62.94418605,PuT-Aux
KTN,HPA,46.86153846,PuT-Aux
KBN,HPA,64.28870968,PuT-Aux
LEW,HPA,33.46060606,PuT-Aux
LHS,HPA,33.91296296,PuT-Aux
BFR,HPA,38.83870968,PuT-Aux
LBG,HPA,25.66527778,PuT-Aux
CST,HPA,37.46161049,PuT-Aux
CHX,HPA,35.71329787,PuT-Aux
EUS,HPA,45.64354528,PuT-Aux
FST,HPA,44.77857143,PuT-Aux
LOF,HPA,54.5780303,PuT-Aux
KGX,HPA,55.64561404,PuT-Aux
LST,HPA,35.33434685,PuT-Aux
MYB,HPA,40.33188406,PuT-Aux
PAD,HPA,42.66683417,PuT-Aux
STP,HPA,45.28421053,PuT-Aux
VIC,HPA,41.7954191,PuT-Aux
WAT,HPA,30.85347222,PuT-Aux
WAE,HPA,29.47222222,PuT-Aux
MOG,HPA,35.13806954,PuT-Aux
NXG,HPA,10.95,PuT-Aux
NWD,HPA,18.65833333,PuT-Aux
OLD,HPA,37.83869048,PuT-Aux
PMR,HPA,25.20833333,PuT-Aux
PNE,HPA,35.95,PuT-Aux
PUT,HPA,54.79722222,PuT-Aux
QRP,HPA,23.20833333,PuT-Aux
REC,HPA,57.96315789,PuT-Aux
RMD,HPA,54.74722222,PuT-Aux
RIC,HPA,75.38493151,PuT-Aux
RMF,HPA,53.3699187,PuT-Aux
SVS,HPA,48.3173516,PuT-Aux
SPB,HPA,46.13286385,PuT-Aux
SLV,HPA,56.64,PuT-Aux
SOH,HPA,61.03581081,PuT-Aux
SRU,HPA,69.39346847,PuT-Aux
SBU,HPA,61.17826087,PuT-Aux
SMH,HPA,55.52017544,PuT-Aux
SKW,HPA,57.14761905,PuT-Aux
SRA,HPA,32.64846743,PuT-Aux
SFA,HPA,39.8783105,PuT-Aux
SYD,HPA,10.96111111,PuT-Aux
TEO,HPA,66.3115942,PuT-Aux
TOM,HPA,51.30740741,PuT-Aux
TUR,HPA,63.92826087,PuT-Aux
UPM,HPA,59.94933333,PuT-Aux
VXH,HPA,46.76522634,PuT-Aux
WWR,HPA,34.39444444,PuT-Aux
WNP,HPA,57.1172043,PuT-Aux
WFJ,HPA,78.11481481,PuT-Aux
WMB,HPA,63.10789474,PuT-Aux
WBP,HPA,50.49191919,PuT-Aux
WCY,HPA,24.50555556,PuT-Aux
WEH,HPA,29.88541667,PuT-Aux
WHD,HPA,41.95694444,PuT-Aux
WHL,HPA,56.07333333,PuT-Aux
WIJ,HPA,61.30666667,PuT-Aux
WIM,HPA,52.32666667,PuT-Aux
WGR,HPA,54.98415301,PuT-Aux
WWA,HPA,46.28541667,PuT-Aux
AMR,IMW,89.64035088,PuT-Aux
ANY,IMW,70.31071429,PuT-Aux
BAL,IMW,37.89166667,PuT-Aux
BKG,IMW,64.56431373,PuT-Aux
BAK,IMW,17.27142857,PuT-Aux
BET,IMW,60.86086957,PuT-Aux
BRX,IMW,29.57948718,PuT-Aux
BCY,IMW,56.67222222,PuT-Aux
BCV,IMW,69.56363636,PuT-Aux
BSH,IMW,53.53850575,PuT-Aux
CBH,IMW,62.00833333,PuT-Aux
CPK,IMW,50.8637931,PuT-Aux
CFO,IMW,86.31182796,PuT-Aux
CHN,IMW,86.65333333,PuT-Aux
CLW,IMW,82.69252874,PuT-Aux
CTK,IMW,50.08755274,PuT-Aux
CLJ,IMW,9.782269504,PuT-Aux
CPT,IMW,70.23333333,PuT-Aux
CYP,IMW,32.79482759,PuT-Aux
DMK,IMW,26.96666667,PuT-Aux
EAL,IMW,37.08525641,PuT-Aux
EDR,IMW,77.23947368,PuT-Aux
EPH,IMW,41.73119658,PuT-Aux
ZFD,IMW,47.33034826,PuT-Aux
FPK,IMW,43.39875887,PuT-Aux
FOH,IMW,48.75,PuT-Aux
GFD,IMW,39.57755102,PuT-Aux
GNW,IMW,65.0578125,PuT-Aux
HKC,IMW,53.91538462,PuT-Aux
HRY,IMW,50.99594595,PuT-Aux
HRW,IMW,33.83636364,PuT-Aux
HOH,IMW,57.82898551,PuT-Aux
HTE,IMW,46.42727273,PuT-Aux
HDL,IMW,44.60909091,PuT-Aux
HHY,IMW,45.68846154,PuT-Aux
HPA,IMW,53.64803922,PuT-Aux
KPA,IMW,8.79,PuT-Aux
KTN,IMW,45.38145161,PuT-Aux
KBN,IMW,29.58235294,PuT-Aux
LEW,IMW,47.94147287,PuT-Aux
LHS,IMW,45.75291005,PuT-Aux
BFR,IMW,31.78877551,PuT-Aux
LBG,IMW,42.72575758,PuT-Aux
CST,IMW,34.37585034,PuT-Aux
CHX,IMW,38.64444444,PuT-Aux
EUS,IMW,45.91118421,PuT-Aux
FST,IMW,66.51049383,PuT-Aux
LOF,IMW,60.82948718,PuT-Aux
KGX,IMW,62.48333333,PuT-Aux
LST,IMW,45.63411306,PuT-Aux
MYB,IMW,39.82222222,PuT-Aux
PAD,IMW,26.18904762,PuT-Aux
STP,IMW,51.73135593,PuT-Aux
VIC,IMW,21.10528455,PuT-Aux
WAT,IMW,40.627,PuT-Aux
WAE,IMW,47.00568182,PuT-Aux
MOG,IMW,45.94302326,PuT-Aux
NXG,IMW,56.84893617,PuT-Aux
NWD,IMW,37.66428571,PuT-Aux
OLD,IMW,51.06190476,PuT-Aux
PMR,IMW,29.68333333,PuT-Aux
PNE,IMW,43.48,PuT-Aux
PUT,IMW,18.40689655,PuT-Aux
QRP,IMW,34.96428571,PuT-Aux
REC,IMW,67.92297297,PuT-Aux
RMD,IMW,25.83589744,PuT-Aux
RIC,IMW,78.06111111,PuT-Aux
RMF,IMW,78.13596491,PuT-Aux
SVS,IMW,47.7811245,PuT-Aux
SPB,IMW,28.80833333,PuT-Aux
SLV,IMW,74.10625,PuT-Aux
SOH,IMW,31.23235294,PuT-Aux
SRU,IMW,47.07201258,PuT-Aux
SBU,IMW,84.31363636,PuT-Aux
SMH,IMW,71.17297297,PuT-Aux
SKW,IMW,69.65630631,PuT-Aux
SRA,IMW,56.32950192,PuT-Aux
SFA,IMW,64.3253876,PuT-Aux
SYD,IMW,43.95,PuT-Aux
TEO,IMW,89.97619048,PuT-Aux
TOM,IMW,50.5467803,PuT-Aux
TUR,IMW,87.43076923,PuT-Aux
UPM,IMW,73.92407407,PuT-Aux
VXH,IMW,25.07361111,PuT-Aux
WWR,IMW,19.17058824,PuT-Aux
WNP,IMW,68.10128205,PuT-Aux
WFJ,IMW,42.93888889,PuT-Aux
WMB,IMW,28.05,PuT-Aux
WBP,IMW,5.716666667,PuT-Aux
WCY,IMW,40.72380952,PuT-Aux
WEH,IMW,51.45787879,PuT-Aux
WHD,IMW,41.30333333,PuT-Aux
WHL,IMW,73.53958333,PuT-Aux
WIJ,IMW,19.32916667,PuT-Aux
WIM,IMW,22.05315315,PuT-Aux
WGR,IMW,70.62054264,PuT-Aux
WWA,IMW,79.07922078,PuT-Aux
AMR,KPA,85.13333333,PuT-Aux
ANY,KPA,72.85196078,PuT-Aux
BAL,KPA,40.05,PuT-Aux
BKG,KPA,64.83109756,PuT-Aux
BAK,KPA,23.03153153,PuT-Aux
BET,KPA,56.73484848,PuT-Aux
BRX,KPA,44.11788618,PuT-Aux
BCY,KPA,63.11355932,PuT-Aux
BCV,KPA,66.7884058,PuT-Aux
BSH,KPA,48.19074074,PuT-Aux
CBH,KPA,58.08243243,PuT-Aux
CPK,KPA,45.59074074,PuT-Aux
CFO,KPA,82.04882629,PuT-Aux
CHN,KPA,80.10454545,PuT-Aux
CLW,KPA,78.54882629,PuT-Aux
CTK,KPA,48.70787879,PuT-Aux
CLJ,KPA,15.36595745,PuT-Aux
CPT,KPA,65.43828125,PuT-Aux
CYP,KPA,38.29597701,PuT-Aux
DMK,KPA,32.65833333,PuT-Aux
EAL,KPA,33.81896552,PuT-Aux
EDR,KPA,69.86282051,PuT-Aux
EPH,KPA,48.12979798,PuT-Aux
ZFD,KPA,43.9437037,PuT-Aux
FPK,KPA,42.025,PuT-Aux
FOH,KPA,63.12682927,PuT-Aux
GFD,KPA,35.09766667,PuT-Aux
GNW,KPA,64.31511628,PuT-Aux
HKC,KPA,49.25375,PuT-Aux
HRY,KPA,46.52207207,PuT-Aux
HRW,KPA,28.21111111,PuT-Aux
HOH,KPA,53.3,PuT-Aux
HTE,KPA,41.67575758,PuT-Aux
HDL,KPA,39.63571429,PuT-Aux
HHY,KPA,40.97041667,PuT-Aux
HPA,KPA,65.27844828,PuT-Aux
IMW,KPA,8.847163121,PuT-Aux
KTN,KPA,41.703125,PuT-Aux
KBN,KPA,24.99393939,PuT-Aux
LEW,KPA,53.1625,PuT-Aux
LHS,KPA,46.44802632,PuT-Aux
BFR,KPA,32.14791667,PuT-Aux
LBG,KPA,47.4625,PuT-Aux
CST,KPA,34.75208333,PuT-Aux
CHX,KPA,40.18666667,PuT-Aux
EUS,KPA,43.92487562,PuT-Aux
FST,KPA,69.4625,PuT-Aux
LOF,KPA,56.52179487,PuT-Aux
KGX,KPA,57.22681159,PuT-Aux
LST,KPA,42.50820707,PuT-Aux
MYB,KPA,36.09761905,PuT-Aux
PAD,KPA,26.88643411,PuT-Aux
STP,KPA,47.75921986,PuT-Aux
VIC,KPA,20.72678571,PuT-Aux
WAT,KPA,43.94039548,PuT-Aux
WAE,KPA,48.06972789,PuT-Aux
MOG,KPA,42.47800687,PuT-Aux
NXG,KPA,62.16256831,PuT-Aux
NWD,KPA,42.71666667,PuT-Aux
OLD,KPA,49.64949495,PuT-Aux
PMR,KPA,35.66904762,PuT-Aux
PNE,KPA,48.57666667,PuT-Aux
PUT,KPA,24.32795699,PuT-Aux
QRP,KPA,42.32777778,PuT-Aux
REC,KPA,63.34561404,PuT-Aux
RMD,KPA,31.81363636,PuT-Aux
RIC,KPA,73.839801,PuT-Aux
RMF,KPA,74.02168675,PuT-Aux
SVS,KPA,45.97200855,PuT-Aux
SPB,KPA,28.59333333,PuT-Aux
SLV,KPA,67.692723,PuT-Aux
SOH,KPA,26.76960784,PuT-Aux
SRU,KPA,42.562,PuT-Aux
SBU,KPA,72.2884058,PuT-Aux
SMH,KPA,64.85177305,PuT-Aux
SKW,KPA,64.20744681,PuT-Aux
SRA,KPA,51.78582375,PuT-Aux
SFA,KPA,59.16545139,PuT-Aux
SYD,KPA,50.10784314,PuT-Aux
TEO,KPA,77.26458333,PuT-Aux
TOM,KPA,48.85854167,PuT-Aux
TUR,KPA,74.88125,PuT-Aux
UPM,KPA,78.04705882,PuT-Aux
VXH,KPA,25.32083333,PuT-Aux
WWR,KPA,25.91666667,PuT-Aux
WNP,KPA,64.16842105,PuT-Aux
WFJ,KPA,37.50555556,PuT-Aux
WMB,KPA,22.97254902,PuT-Aux
WBP,KPA,6.183333333,PuT-Aux
WCY,KPA,46.19047619,PuT-Aux
WEH,KPA,56.65869565,PuT-Aux
WHD,KPA,37.29945355,PuT-Aux
WHL,KPA,67.12605634,PuT-Aux
WIJ,KPA,14.88333333,PuT-Aux
WIM,KPA,24.47823129,PuT-Aux
WGR,KPA,66.35512821,PuT-Aux
WWA,KPA,76.29837398,PuT-Aux
AMR,KTN,74.86465517,PuT-Aux
ANY,KTN,56.252657,PuT-Aux
BAL,KTN,37.72139303,PuT-Aux
BKG,KTN,51.21093601,PuT-Aux
BAK,KTN,42.55975976,PuT-Aux
BET,KTN,36.40915033,PuT-Aux
BRX,KTN,26.7061674,PuT-Aux
BCY,KTN,43.21287263,PuT-Aux
BCV,KTN,26.8296748,PuT-Aux
BSH,KTN,55.48423423,PuT-Aux
CBH,KTN,38.64450172,PuT-Aux
CPK,KTN,57.80917603,PuT-Aux
CFO,KTN,70.20670498,PuT-Aux
CHN,KTN,50.50157658,PuT-Aux
CLW,KTN,66.6744186,PuT-Aux
CTK,KTN,16.53333333,PuT-Aux
CLJ,KTN,39.52340278,PuT-Aux
CPT,KTN,40.91441441,PuT-Aux
CYP,KTN,59.10170455,PuT-Aux
EAL,KTN,36.37630208,PuT-Aux
EDR,KTN,33.16592593,PuT-Aux
EPH,KTN,27.15369596,PuT-Aux
ZFD,KTN,13.43333333,PuT-Aux
FPK,KTN,18.65960961,PuT-Aux
FOH,KTN,47.64733333,PuT-Aux
GFD,KTN,47.28793103,PuT-Aux
GNW,KTN,34.88333333,PuT-Aux
HKC,KTN,31.42442442,PuT-Aux
HRY,KTN,33.63738095,PuT-Aux
HRW,KTN,37.26666667,PuT-Aux
HOH,KTN,46.03442623,PuT-Aux
HTE,KTN,54.37184685,PuT-Aux
HDL,KTN,52.48690476,PuT-Aux
HHY,KTN,17.48701923,PuT-Aux
HPA,KTN,46.9472,PuT-Aux
IMW,KTN,46.43549383,PuT-Aux
KPA,KTN,41.93333333,PuT-Aux
KBN,KTN,28.94702381,PuT-Aux
LEW,KTN,47.40413165,PuT-Aux
LHS,KTN,29.29388186,PuT-Aux
BFR,KTN,25.6752354,PuT-Aux
LBG,KTN,23.97833333,PuT-Aux
CST,KTN,27.5013986,PuT-Aux
CHX,KTN,20.14794007,PuT-Aux
EUS,KTN,14.37406692,PuT-Aux
FST,KTN,46.98627451,PuT-Aux
LOF,KTN,38.51568627,PuT-Aux
KGX,KTN,28.63571429,PuT-Aux
LST,KTN,23.06770315,PuT-Aux
MYB,KTN,27.89155556,PuT-Aux
PAD,KTN,24.89040616,PuT-Aux
STP,KTN,11.46666667,PuT-Aux
VIC,KTN,19.67222222,PuT-Aux
WAT,KTN,23.12855805,PuT-Aux
WAE,KTN,36.55797721,PuT-Aux
MOG,KTN,22.71117424,PuT-Aux
NXG,KTN,40.35966387,PuT-Aux
NWD,KTN,48.98828383,PuT-Aux
OLD,KTN,18.96675875,PuT-Aux
PNE,KTN,49.39642857,PuT-Aux
PUT,KTN,47.48559871,PuT-Aux
QRP,KTN,42.82119342,PuT-Aux
REC,KTN,38.73636364,PuT-Aux
RMD,KTN,54.076874,PuT-Aux
RIC,KTN,61.81352941,PuT-Aux
RMF,KTN,51.84908854,PuT-Aux
SVS,KTN,22.7262963,PuT-Aux
SPB,KTN,30.8498358,PuT-Aux
SLV,KTN,31.16592593,PuT-Aux
SOH,KTN,26.59702381,PuT-Aux
SRU,KTN,54.11979167,PuT-Aux
SBU,KTN,35.8515873,PuT-Aux
SMH,KTN,33.92270115,PuT-Aux
SKW,KTN,35.72472222,PuT-Aux
SRA,KTN,33.66329588,PuT-Aux
SFA,KTN,38.80648148,PuT-Aux
SYD,KTN,50.272,PuT-Aux
TEO,KTN,40.98492063,PuT-Aux
TOM,KTN,25.60613636,PuT-Aux
TUR,KTN,38.6015873,PuT-Aux
UPM,KTN,69.61379056,PuT-Aux
VXH,KTN,21.94514493,PuT-Aux
WWR,KTN,47.88730887,PuT-Aux
WNP,KTN,44.40763889,PuT-Aux
WFJ,KTN,45.58738739,PuT-Aux
WMB,KTN,43.75435323,PuT-Aux
WBP,KTN,36.28343882,PuT-Aux
WCY,KTN,56.7973545,PuT-Aux
WEH,KTN,39.52550415,PuT-Aux
WHD,KTN,34.64650206,PuT-Aux
WHL,KTN,30.59925926,PuT-Aux
WIJ,KTN,33.74683544,PuT-Aux
WIM,KTN,50.66728972,PuT-Aux
WGR,KTN,46.79375,PuT-Aux
WWA,KTN,51.4495935,PuT-Aux
AMR,KBN,78.60454545,PuT-Aux
ANY,KBN,72.26666667,PuT-Aux
BAL,KBN,47.76506024,PuT-Aux
BKG,KBN,66.5755144,PuT-Aux
BAK,KBN,49.21458333,PuT-Aux
BET,KBN,52.05952381,PuT-Aux
BRX,KBN,37.21779279,PuT-Aux
BCY,KBN,58.35714286,PuT-Aux
BCV,KBN,37.56825397,PuT-Aux
BSH,KBN,41.43113208,PuT-Aux
CBH,KBN,52.4326087,PuT-Aux
CPK,KBN,37.51666667,PuT-Aux
CFO,KBN,75.89509804,PuT-Aux
CHN,KBN,57.30384615,PuT-Aux
CLW,KBN,72.39509804,PuT-Aux
CTK,KBN,39.51698718,PuT-Aux
CLJ,KBN,44.18373984,PuT-Aux
CPT,KBN,59.16343284,PuT-Aux
CYP,KBN,68.0375,PuT-Aux
DMK,KBN,59.17777778,PuT-Aux
EAL,KBN,31.14722222,PuT-Aux
EDR,KBN,43.66666667,PuT-Aux
EPH,KBN,38.58493151,PuT-Aux
ZFD,KBN,32.24439528,PuT-Aux
FPK,KBN,28.49074074,PuT-Aux
FOH,KBN,62.78095238,PuT-Aux
GFD,KBN,56.60104167,PuT-Aux
GNW,KBN,56.80517241,PuT-Aux
HKC,KBN,45.72102804,PuT-Aux
HRY,KBN,49.20490196,PuT-Aux
HRW,KBN,28.32072072,PuT-Aux
HOH,KBN,48.02,PuT-Aux
HTE,KBN,34.51666667,PuT-Aux
HDL,KBN,32.51666667,PuT-Aux
HHY,KBN,27.41805556,PuT-Aux
HPA,KBN,62.05714286,PuT-Aux
IMW,KBN,37.34583333,PuT-Aux
KPA,KBN,31.32882883,PuT-Aux
KTN,KBN,29.51944444,PuT-Aux
LEW,KBN,61.67227806,PuT-Aux
LHS,KBN,41.70144928,PuT-Aux
BFR,KBN,40.18800813,PuT-Aux
LBG,KBN,36.28680556,PuT-Aux
CST,KBN,41.7796875,PuT-Aux
CHX,KBN,32.01319444,PuT-Aux
EUS,KBN,32.10897436,PuT-Aux
FST,KBN,68.06023102,PuT-Aux
LOF,KBN,50.66594203,PuT-Aux
KGX,KBN,44.59761905,PuT-Aux
LST,KBN,36.64030612,PuT-Aux
MYB,KBN,21.47222222,PuT-Aux
PAD,KBN,17.28888889,PuT-Aux
STP,KBN,39.80555556,PuT-Aux
VIC,KBN,30.17361111,PuT-Aux
WAT,KBN,34.15486111,PuT-Aux
WAE,KBN,48.5974359,PuT-Aux
MOG,KBN,35.9018018,PuT-Aux
NXG,KBN,55.8202381,PuT-Aux
NWD,KBN,64.8514881,PuT-Aux
OLD,KBN,30.44305556,PuT-Aux
PMR,KBN,59.10266272,PuT-Aux
PNE,KBN,58.59019608,PuT-Aux
PUT,KBN,51.04444444,PuT-Aux
QRP,KBN,57.21737589,PuT-Aux
REC,KBN,46.31336996,PuT-Aux
RMD,KBN,31.21666667,PuT-Aux
RIC,KBN,67.35340136,PuT-Aux
RMF,KBN,65.87580645,PuT-Aux
SVS,KBN,32.64074074,PuT-Aux
SPB,KBN,39.38690476,PuT-Aux
SLV,KBN,41.66666667,PuT-Aux
SOH,KBN,5.916666667,PuT-Aux
SRU,KBN,62.0004386,PuT-Aux
SBU,KBN,47.4844086,PuT-Aux
SMH,KBN,42.56336996,PuT-Aux
SKW,KBN,45.0467033,PuT-Aux
SRA,KBN,50.86458333,PuT-Aux
SFA,KBN,57.0930791,PuT-Aux
SYD,KBN,66.57192982,PuT-Aux
TEO,KBN,52.61774194,PuT-Aux
TOM,KBN,35.80225225,PuT-Aux
TUR,KBN,50.2344086,PuT-Aux
UPM,KBN,74.75,PuT-Aux
VXH,KBN,32.43657407,PuT-Aux
WWR,KBN,59.91531532,PuT-Aux
WNP,KBN,59.45666667,PuT-Aux
WFJ,KBN,43.34418605,PuT-Aux
WMB,KBN,19.26666667,PuT-Aux
WBP,KBN,34.36885965,PuT-Aux
WCY,KBN,74.44057971,PuT-Aux
WEH,KBN,53.43214286,PuT-Aux
WHD,KBN,33.07789116,PuT-Aux
WHL,KBN,41.1,PuT-Aux
WIJ,KBN,12.23333333,PuT-Aux
WIM,KBN,53.69929078,PuT-Aux
WGR,KBN,61.83,PuT-Aux
WWA,KBN,64.09125413,PuT-Aux
AMR,LEW,88.48196347,PuT-Aux
ANY,LEW,41.31619718,PuT-Aux
BAL,LEW,46.91633826,PuT-Aux
BKG,LEW,46.78730769,PuT-Aux
BAK,LEW,50.42209302,PuT-Aux
BET,LEW,47.77770833,PuT-Aux
BRX,LEW,43.36336146,PuT-Aux
BCY,LEW,28.92777778,PuT-Aux
BCV,LEW,60.43956522,PuT-Aux
BSH,LEW,80.67783019,PuT-Aux
CBH,LEW,51.62337058,PuT-Aux
CPK,LEW,84.35457317,PuT-Aux
CFO,LEW,85.01142857,PuT-Aux
CHN,LEW,68.20833333,PuT-Aux
CLW,LEW,81.51142857,PuT-Aux
CTK,LEW,26.14895013,PuT-Aux
CLJ,LEW,40.97364341,PuT-Aux
CPT,LEW,56.44685673,PuT-Aux
CYP,LEW,44.05112045,PuT-Aux
DMK,LEW,21.05,PuT-Aux
EAL,LEW,60.7718241,PuT-Aux
EDR,LEW,66.63326503,PuT-Aux
EPH,LEW,34.36330049,PuT-Aux
ZFD,LEW,27.3156168,PuT-Aux
FPK,LEW,41.43603604,PuT-Aux
FOH,LEW,33.31388889,PuT-Aux
GFD,LEW,70.50897436,PuT-Aux
GNW,LEW,10.84204545,PuT-Aux
HKC,LEW,50.19559621,PuT-Aux
HRY,LEW,70.32723404,PuT-Aux
HRW,LEW,73.45847826,PuT-Aux
HOH,LEW,61.20532646,PuT-Aux
HTE,LEW,81.66788618,PuT-Aux
HDL,LEW,79.48846154,PuT-Aux
HHY,LEW,48.32335456,PuT-Aux
