stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
110025000,PLMS,Platform Unknown,178813.2002,544732.0994,0,110025
110026000,BARKRUP,Platform Unknown,184069.9164,544733.529,0,110026
110027000,BARKADV,Platform Unknown,184251.1184,544747.1155,0,110027
110028000,PLMS506,Platform Unknown,178809.0086,544760.0023,0,110028
110029000,NEWHVFH,Platform Unknown,101897.0683,544799.8118,0,110029
110030000,NEWHVNY,Platform Unknown,101881.535,544810.6522,0,110030
110031000,NEWHVHA,Platform Unknown,101859.4167,544815.9704,0,110031
110032000,NEWHGBR,Platform Unknown,101860.7829,544819.0847,0,110032
110033000,PLMSRS,Platform Unknown,178836.5817,544916.5321,0,110033
110034000,NEWHVNT,Platform Unknown,101472.6714,544934.5212,0,110034
110035000,NEWHVNH,Platform Unknown,100975.8822,544940.4045,0,110035
110036000,NEWHVNM,Platform Unknown,100815.281,545013.2951,0,110036
110037000,ILFEMUD,Platform Unknown,187093.5105,545017.4369,0,110037
110038000,RPLL106,Platform Unknown,184173.1936,545047.0084,0,110038
110039000,BARKRRJ,Platform Unknown,183836.579,545053.1484,0,110039
110040000,ORPN009,Platform Unknown,166562.6337,545065.1313,0,110040
110041000,NEWHVMS,Platform Unknown,100689.8609,545066.815,0,110041
110042000,PLMSYD,Platform Unknown,178875.5154,545068.5193,0,110042
110043000,NEWHVM3,Platform Unknown,100669.2491,545083.8801,0,110043
110044000,NEWHVM4,Platform Unknown,100669.9814,545086.6036,0,110044
110045000,PLMSFL,Platform Unknown,178883.7006,545101.0853,0,110045
110046000,NEWHVMG,Platform Unknown,100565.5822,545103.3551,0,110046
110047000,RPLL808,Platform Unknown,184167.5732,545110.0903,0,110047
110048000,RPLL130,Platform Unknown,184158.4988,545110.7245,0,110048
110049000,PLMSTCS,Platform Unknown,178852.8646,545110.9276,0,110049
110050000,ORPNDSG,Platform Unknown,166509.808,545129.0546,0,110050
110051000,NEWHVMD,Platform Unknown,100472.8932,545131.0465,0,110051
110052000,ORPN011,Platform Unknown,166471.7827,545133.8127,0,110052
110053000,RPLLEP2,Platform Unknown,184174.2398,545135.4055,0,110053
110054000,NEWHH40,Platform Unknown,100742.5963,545150.0691,0,110054
110055000,RPLLLIP,Platform Unknown,184160.227,545158.3277,0,110055
110056000,RPLL623,Platform Unknown,184167.3327,545166.6889,0,110056
110057000,ORPNPL6,Platform Unknown,166437.0229,545202.1479,0,110057
110058000,ORPNPL1,Platform Unknown,166448.2229,545206.2171,0,110058
