TIPLOC_x,LocationName_x,StartDate,Easting,Northing,TimingPointType,ZoneResponsible,STANOX,OffNetwork,Quality,index,TIPLOC_y,LocationName_y
SHRBREJ,Shirebrook East Jn,1995-01-01,452800.0,368900.0,O,7,28005,False,2,13577,SHRBREJ,Shirebrook East Jn
SHRBROK,Shirebrook,1995-01-01,453370.0,367760.0,O,7,28105,False,4,13590,SHRBROK,Shirebrook
SHRBRSJ,Shirebrook South Jn,1995-01-01,453300.0,367800.0,O,7,0,False,2,13584,SHRBRSJ,Shirebrook South Jn
SHRBWJ,Shirebrook Junction,1995-01-01,452800.0,368700.0,T,7,28004,False,2,13576,SHRBWJ,Shirebrook Junction
SHRDHST,Shoreditch High Street,1995-01-01,533629.0,182251.0,T,3,52082,False,4,15013,SHRDHST,Shoreditch High Street
SHRGHAM,Sheringham,1995-01-01,615810.0,343050.0,O,3,48008,False,4,15840,SHRGHAM,Sheringham
SHRHMBS,Shoreham-by-Sea,1995-01-01,521800.0,105300.0,O,3,87991,False,4,14604,SHRHMBS,Shoreham-by-Sea
SHRKSEJ,Shireoaks East Jn,1995-01-01,457000.0,380600.0,T,7,26253,False,2,13683,SHRKSEJ,Shireoaks East Jn
SHRKSKS,Shireoaks,1995-01-01,455515.0,381195.0,O,7,26252,False,4,13649,SHRKSKS,Shireoaks
SHRMKT,Shoreham (Kent),1995-01-01,552587.0,161510.0,O,3,89346,False,4,15443,SHRMKT,Shoreham (Kent)
SHRNSME,Sheerness Steel Marcroft,1995-01-01,591200.0,174400.0,O,3,89138,False,2,15741,SHRNSME,Sheerness Steel Marcroft
SHRNSOS,Sheerness-on-Sea,1995-01-01,591810.0,174950.0,T,3,89137,False,4,15751,SHRNSOS,Sheerness-on-Sea
SHRNSSW,Sheerness Steel Works,1995-01-01,591150.0,174500.0,O,3,89136,False,2,15740,SHRNSSW,Sheerness Steel Works
SHRPNSD,Sharpness Docks,1995-01-01,366800.0,202300.0,O,5,68146,False,2,12051,SHRPNSD,Sharpness Docks
SHRTLND,Shortlands,1995-01-01,539330.0,169320.0,O,3,88474,False,4,15205,SHRTLND,Shortlands
SHRTLNJ,Shortlands Jn,1995-01-01,539000.0,169600.0,T,3,88476,False,2,15190,SHRTLNJ,Shortlands Jn
SHRWBAF,Shrewsbury Abbey Foregate,1995-01-01,349505.0,312885.0,O,5,64229,False,2,11794,SHRWBAF,Shrewsbury Abbey Foregate
SHRWBCB,Shrewsbury Crewe Bank,1995-01-01,349505.0,312905.0,O,5,64222,False,2,11796,SHRWBCB,Shrewsbury Crewe Bank
SHRWBCJ,Shrewsbury Crewe Jn SB,1996-09-17,349505.0,312900.0,O,5,64225,False,2,11795,SHRWBCJ,Shrewsbury Crewe Jn SB
SHRWBY,Shrewsbury,1995-01-01,349445.0,312960.0,T,5,64224,False,4,11792,SHRWBY,Shrewsbury
SHRWEBJ,English Bridge Junction,1995-01-01,349600.0,312700.0,O,5,64230,False,2,11798,SHRWEBJ,English Bridge Junction
SHRWSBJ,Sutton Bridge Jn,1995-01-01,349700.0,312500.0,M,5,64231,False,2,11802,SHRWSBJ,Sutton Bridge Jn
SHTLPWY,Shettleston P'Way Depot,1995-01-01,265000.0,664300.0,O,9,6711,False,2,10619,SHTLPWY,Shettleston P'Way Depot
SHTLSCE,Shettleston Ce Workshops,1995-01-01,265000.0,664200.0,O,9,6708,False,2,10618,SHTLSCE,Shettleston Ce Workshops
SHTLSTN,Shettleston,1995-01-01,264880.0,664370.0,O,9,6707,False,4,10615,SHTLSTN,Shettleston
SHTLTNL,Shettleston Loop,1995-01-01,265000.0,664400.0,O,9,6709,False,2,10620,SHTLTNL,Shettleston Loop
SHTLUP,Shettleston Up,2004-12-12,634674.0,542356.0,O,9,6713,False,2,15936,SHTLUP,Shettleston Up
SHTT,Shotts,1995-01-01,287420.0,659840.0,T,9,7434,False,4,10881,SHTT,Shotts
SHVN,Stonehaven,1995-01-01,386400.0,786200.0,O,9,2113,False,4,12368,SHVN,Stonehaven
SHVNS,Stonehaven South,1995-01-01,386400.0,786190.0,O,9,2114,False,2,12367,SHVNS,Stonehaven South
SHWFAIR,Shawfair,2014-12-14,331959.0,669960.0,O,9,4712,False,4,11458,SHWFAIR,Shawfair
SHWLNDS,Shawlands,1995-01-01,256510.0,661930.0,O,9,7585,False,4,10458,SHWLNDS,Shawlands
SIBSEY,Sibsey S.B.,1995-01-01,542648.0,354524.0,O,8,44218,False,2,15257,SIBSEY,Sibsey S.B.
SIDCUP,Sidcup,1995-01-01,546335.0,172640.0,T,3,88461,False,4,15348,SIDCUP,Sidcup
SIDCUPS,Sidcup Siding,1995-01-01,546400.0,172700.0,O,3,88460,False,2,15349,SIDCUPS,Sidcup Siding
SILCRFT,Silecroft,1995-01-01,313100.0,481960.0,O,6,11210,False,4,11145,SILCRFT,Silecroft
SILCWIT,Whitbeck,2004-12-12,347548.0,634256.0,O,6,11208,False,2,11759,SILCWIT,Whitbeck
SILEBY,Sileby,1995-01-01,460197.0,315255.0,O,8,59017,False,4,13800,SILEBY,Sileby
SILEBYJ,Sileby Jn,1995-01-01,457933.0,317753.0,M,8,59019,False,2,13717,SILEBYJ,Sileby Jn
SILVRCL,Silverdale Colliery,1995-01-01,382846.0,346789.0,O,5,42307,False,2,12288,SILVRCL,Silverdale Colliery
SINFFHH,Sinfin Peartree Sidings FH,2004-05-23,543754.0,634256.0,O,8,57457,False,2,15306,SINFFHH,Sinfin Peartree Sidings FH
SINFINC,Sinfin Central,1995-01-01,435800.0,332400.0,O,8,57456,False,2,13191,SINFINC,Sinfin Central
SINFINN,Sinfin North,1995-01-01,435400.0,332900.0,O,8,57455,False,2,13175,SINFINN,Sinfin North
SINFINS,Sinfin Sdgs,1995-01-01,435400.0,332800.0,O,8,57454,False,2,13174,SINFINS,Sinfin Sdgs
SINGER,Singer,1995-01-01,249728.0,670900.0,O,9,6215,False,4,10376,SINGER,Singer
SIVRST,Silver Street,1995-01-01,533916.0,192420.0,O,3,51950,False,4,15023,SIVRST,Silver Street
SIZCEGB,Sizewell BNFL (MAGNOX),1995-01-01,645500.0,262400.0,O,3,49112,False,2,15982,SIZCEGB,Sizewell BNFL (MAGNOX)
SKEGNES,Skegness,1995-01-01,556230.0,363215.0,T,8,44231,False,4,15490,SKEGNES,Skegness
SKELTNB,Skelton Bridge Jn.,1995-01-01,454700.0,453400.0,O,7,16403,False,2,13633,SKELTNB,Skelton Bridge Jn.
SKELTON,Skelton Jn. Yorkshire,1995-01-01,457800.0,453300.0,T,7,16421,False,2,13713,SKELTON,Skelton Jn. Yorkshire
SKENSIN,South Kensington LT,2012-09-12,526873.0,178820.0,O,3,72265,False,2,14743,SKENSIN,South Kensington LT
SKENTON,South Kenton,1995-01-01,517330.0,187060.0,O,5,72009,False,4,14472,SKENTON,South Kenton
SKEWEN,Skewen,1995-01-01,272380.0,197460.0,T,5,79408,False,4,10696,SKEWEN,Skewen
SKIRBYJ,South Kirkby Jn,1995-01-01,445200.0,412000.0,T,7,18076,False,2,13385,SKIRBYJ,South Kirkby Jn
SKLTJN,Skelton Jn  Manchester,1995-01-01,377900.0,389300.0,O,6,32404,False,2,12223,SKLTJN,Skelton Jn  Manchester
SKLWJN,Skellow Jn,1995-01-01,454200.0,409400.0,O,7,23109,False,2,13622,*,*
SKPT,Skipton,1995-01-01,398400.0,451400.0,T,7,9531,False,4,12591,SKPT*,Skipton*
SKPT046,Skipton Sig L4046,2005-12-06,360982.0,807981.0,O,7,9530,False,2,12002,SKPT046,Skipton Sig L4046
SKPTDSS,Skipton Down Stabling Sdg,1998-01-11,398200.0,451300.0,O,7,9536,False,2,12586,SKPTDSS,Skipton Down Stabling Sdg
SKPTNHS,Skipton Loco H.S.,1995-01-01,398400.0,451300.0,T,7,9533,False,2,12590,SKPTNHS,Skipton Loco H.S.
SKPTNUS,Skipton Up Sdg ISU (CE),1995-01-01,398400.0,451400.0,T,7,9531,False,3,12591,SKPT*,Skipton*
SKPTSNJ,Skipton Down Through Sdg,1995-01-01,398200.0,451400.0,T,7,9535,False,2,12587,SKPTSNJ,Skipton Down Through Sdg
SKSCMN,Silkstone Common,1995-01-01,429030.0,404340.0,O,7,25387,False,4,13048,SKSCMN,Silkstone Common
SLADEGD,Slade Green T&R.S.M.D,1995-01-01,552500.0,176200.0,T,3,88425,False,2,15442,SLADEGD,Slade Green T&R.S.M.D
SLADEGN,Slade Green,1995-01-01,552248.0,176588.0,T,3,88424,False,4,15438,SLADEGN,Slade Green
SLADGUS,Slade Green Up C.H.S.,1995-01-01,552400.0,176300.0,O,3,88428,False,2,15440,SLADGUS,Slade Green Up C.H.S.
SLATEFD,Slateford,1995-01-01,322400.0,671100.0,O,9,4105,False,4,11296,SLATEFD,Slateford
SLATFDD,Slateford Depot,1995-01-01,322500.0,670900.0,O,9,4107,False,2,11298,SLATFDD,Slateford Depot
SLATRCE,Slateford Siding,1995-01-01,322500.0,671000.0,O,9,4108,False,2,11299,SLATRCE,Slateford Siding
SLCT,Saltcoats,1995-01-01,224830.0,641330.0,O,9,8125,False,4,10168,SLCT,Saltcoats
SLDLJN,Slade Lane Jn,1995-01-01,387100.0,394900.0,T,6,32515,False,2,12389,SLDLJN,Slade Lane Jn
SLEFD,Sleaford,1995-01-01,506790.0,345420.0,T,8,44113,False,4,14292,SLEFD,Sleaford
SLEFDEJ,Sleaford East Jn,1995-01-01,508000.0,345300.0,M,8,44200,False,2,14309,SLEFDEJ,Sleaford East Jn
SLEFDNJ,Sleaford North Jn,1995-01-01,508100.0,347000.0,M,8,46001,False,2,14311,SLEFDNJ,Sleaford North Jn
SLEFDSJ,Sleaford South Jn,1995-01-01,508400.0,345100.0,M,8,44114,False,2,14317,SLEFDSJ,Sleaford South Jn
SLEGHTS,Sleights,1995-01-01,486800.0,508120.0,O,7,15524,False,4,14064,SLEGHTS,Sleights
SLEHOPE,Stanford-le-Hope,1995-01-01,568227.0,182276.0,O,3,51023,False,4,15595,SLEHOPE,Stanford-le-Hope
SLEIESB,Sleights East S.B.,1995-01-01,445836.0,354168.0,M,8,56304,False,2,13403,SLEIESB,Sleights East S.B.
SLFDCT,Salford Crescent,1995-01-01,381800.0,398910.0,T,6,31521,False,4,12279,SLFDCT,Salford Crescent
SLFDORD,Salford Central,1995-01-01,383186.0,398515.0,O,6,31519,False,4,12290,SLFDORD,Salford Central
SLHRSTD,Selhurst T&R.S.M.D,1995-01-01,533200.0,167500.0,O,3,87639,False,2,14992,SLHRSTD,Selhurst T&R.S.M.D
SLKSTRJ,Silkstream Junction,1995-01-01,521839.0,188976.0,M,8,63216,False,2,14607,SLKSTRJ,Silkstream Junction
SLNYJN,Saltney Jn,1995-01-01,338900.0,365400.0,T,6,40220,False,2,11605,SLNYJN,Saltney Jn
SLOCHD,Slochd,1995-01-01,276233.0,826283.0,O,9,1136,False,2,10776,SLOCHD,Slochd
SLOU538,Slough Signal T3538,2012-09-12,497730.0,180200.0,O,4,73821,False,2,14177,SLOU538,Slough Signal T3538
SLOUEST,Slough Estates,1995-01-01,497400.0,180300.0,O,4,73833,False,2,14173,SLOUEST,Slough Estates
SLOUGH,Slough,1995-01-01,497839.0,180157.0,T,4,73822,False,4,14179,SLOUGH,Slough
SLOUGHW,Slough West,1995-01-01,497000.0,180400.0,O,4,73831,False,2,14170,SLOUGHW,Slough West
SLOUGHY,Slough U.G.L.,1995-01-01,497000.0,180500.0,O,4,73834,False,2,14171,SLOUGHY,Slough U.G.L.
SLSB215,Salisbury Sig SY215,1995-01-01,413391.0,129759.0,O,3,86145,False,2,12822,SLSB215,Salisbury Sig SY215
SLSB240,Salisbury Sig.SY240,1995-01-01,413391.0,129859.0,O,3,86125,False,2,12823,SLSB240,Salisbury Sig.SY240
SLSB43,Salisbury Sig SY43,1995-01-01,413662.0,130153.0,O,3,86122,False,3,12832,SLSB*,Salisbury*
SLSB52,Salisbury Sig SY52,1995-01-01,413662.0,130153.0,O,3,86122,False,3,12832,SLSB*,Salisbury*
SLSBECS,Salisbury East C.H.S.,1995-01-01,413700.0,130300.0,O,3,86121,False,2,12833,SLSBECS,Salisbury East C.H.S.
SLSBRCL,Salisbury Reception Line,1995-01-01,413421.0,130412.0,O,3,86131,False,2,12828,SLSBRCL,Salisbury Reception Line
SLSBRY,Salisbury,1995-01-01,413662.0,130153.0,T,3,86122,False,4,12832,SLSB*,Salisbury*
SLSBRYD,Salisbury T&R.S.M.D,1995-01-01,413391.0,129559.0,O,3,86123,False,2,12821,SLSBRYD,Salisbury T&R.S.M.D
SLSBRYY,Salisbury East Yard,1995-01-01,413391.0,129959.0,O,3,86120,False,2,12824,SLSBRYY,Salisbury East Yard
SLSBTJN,Tunnel Jn.,1995-01-01,415100.0,130900.0,O,3,86116,False,2,12852,SLSBTJN,Tunnel Jn.
SLSBY5B,Salisbury 5 Bay,2000-06-01,413662.0,130153.0,O,3,86122,True,3,12832,SLSB*,Salisbury*
SLSBY6B,Salisbury 6 Bay,2000-06-01,413662.0,130153.0,O,3,86122,True,3,12832,SLSB*,Salisbury*
SLSBYWE,Salisbury West End,1995-01-01,413120.0,130291.0,O,3,86150,False,2,12818,SLSBYWE,Salisbury West End
SLTHWTE,Slaithwaite,1995-01-01,407930.0,414150.0,O,7,18477,False,4,12724,SLTHWTE,Slaithwaite
SLTLYDS,Saltley Dunns Siding,1995-01-01,409391.0,287511.0,O,5,66322,False,2,12751,SLTLYDS,Saltley Dunns Siding
SLTLYHS,Saltley L.I.P.,1995-01-01,407452.0,287522.0,O,5,66320,False,2,12723,SLTLYHS,Saltley L.I.P.
SLTLYPB,Saltley P.S.B.,1995-01-01,406965.0,287387.0,O,5,66325,False,2,12720,SLTLYPB,Saltley P.S.B.
SLTMRSH,Saltmarshe,1995-01-01,478655.0,425715.0,O,7,20007,False,4,13992,SLTMRSH,Saltmarshe
SLWDJN,Saltwood Junction,1995-01-01,616700.0,137000.0,O,3,89733,False,2,15841,SLWDJN,Saltwood Junction
SLYNN,South Lynn,1995-01-01,561200.0,318400.0,O,3,46248,False,2,15528,SLYNN,South Lynn
SMALBRK,Smallbrook Junction,1995-01-01,459815.0,90504.0,O,3,86296,False,4,13795,SMALBRK,Smallbrook Junction
SMARGRT,St. Margaret's,1995-01-01,538131.0,211803.0,O,3,51711,False,4,15172,SMARGRT,St. Margaret's
SMBG,Smithy Bridge,1995-01-01,392592.0,415198.0,O,6,31035,False,4,12504,SMBG,Smithy Bridge
SMERTON,South Merton,1995-01-01,524945.0,168635.0,O,3,87327,False,4,14698,SMERTON,South Merton
SMHLTUN,Somerhill Tunnel,1995-01-01,559300.0,145250.0,O,3,89373,False,2,15507,SMHLTUN,Somerhill Tunnel
SMILFD,South Milford,1995-01-01,449482.0,432038.0,O,7,16595,False,4,13484,SMILFD,South Milford
SMINCGB,Southminster BNFL (MAGNOX),1995-01-01,596200.0,199500.0,O,3,50303,False,2,15763,SMINCGB,Southminster BNFL (MAGNOX)
SMINSTR,Southminster,1995-01-01,596190.0,199566.0,T,3,50301,False,4,15762,SMINSTR,Southminster
SMLHLAG,Small Heath Lafarge AGG,2003-09-28,237895.0,238978.0,O,5,66423,False,2,10291,SMLHLAG,Small Heath Lafarge AGG
SMLHSTV,Small Heath STV Sdgs,1997-04-12,409700.0,285100.0,O,5,66422,False,2,12762,SMLHSTV,Small Heath STV Sdgs
SMLHTH,Small Heath,1995-01-01,409650.0,285100.0,O,5,66420,False,4,12758,SMLHTH,Small Heath
SMLHTHS,Small Heath Sth Jn,1995-01-01,409700.0,285000.0,M,5,66421,False,2,12761,SMLHTHS,Small Heath Sth Jn
SMRLYTN,Somerleyton,1995-01-01,647930.0,296530.0,O,3,48195,False,4,16000,SMRLYTN,Somerleyton
SMTHKRS,Smethwick Rolfe Street,1995-01-01,402090.0,288720.0,O,5,65824,False,4,12658,SMTHKRS,Smethwick Rolfe Street
SMTHWKW,Smethwick Jn,1995-01-01,401200.0,289300.0,O,5,65908,False,2,12639,SMTHWKW,Smethwick Jn
SNAITH,Snaith,1995-01-01,464250.0,422290.0,O,7,20014,False,4,13857,SNAITH,Snaith
SNBKJN,Sharnbrook Jn.,1995-01-01,498100.0,261300.0,T,8,62001,False,2,14181,SNBKJN,Sharnbrook Jn.
SNBKWYM,Wymington Tunnel,2004-12-12,654745.0,432532.0,O,8,61131,False,2,16028,SNBKWYM,Wymington Tunnel
SNDHRST,Sandhurst (Berks),1995-01-01,483352.0,161550.0,O,3,87008,False,4,14036,SNDHRST,Sandhurst (Berks)
SNDOWN,Sandown,1995-01-01,459305.0,84467.0,O,3,86294,False,4,13765,SNDOWN,Sandown
SNDP,Sundridge Park,1995-01-01,540673.0,170245.0,O,3,88470,False,4,15232,SNDP,Sundridge Park
SNDRBDS,Sunderland Burdon Dock Sdg,1995-01-01,439700.0,557200.0,O,7,14032,False,2,13273,SNDRBDS,Sunderland Burdon Dock Sdg
SNDRLND,Sunderland,1995-01-01,439705.0,556910.0,T,7,14031,False,4,13274,SNDRLND,Sunderland
SNDRMNK,St. Peters,2000-05-28,439603.0,557588.0,O,7,14023,False,4,13269,SNDRMNK,St. Peters
SNDRMS,Sunderland Middle Sidings,1995-01-01,439700.0,557100.0,O,7,14032,False,2,13272,SNDRMS,Sunderland Middle Sidings
SNDRMSB,Monkwearmouth S.B.,1995-01-01,439400.0,558500.0,O,7,14022,False,2,13259,SNDRMSB,Monkwearmouth S.B.
SNDWDUD,Sandwell & Dudley,1995-01-01,399310.0,290085.0,O,5,65821,False,4,12607,SNDWDUD,Sandwell & Dudley
SNDY,Sandy,1995-01-01,517765.0,248773.0,T,8,45603,False,4,14483,SNDY,Sandy
SNETSHM,Snettisham Market Place,1995-01-01,568500.0,334000.0,O,8,0,True,2,15600,SNETSHM,Snettisham Market Place
SNGT,Stonegate,1995-01-01,565892.0,127169.0,O,3,89393,False,4,15581,SNGT,Stonegate
SNLWLS,Snailwell Sdgs.,1995-01-01,561500.0,270000.0,O,3,46281,False,2,15537,SNLWLS,Snailwell Sdgs.
SNODLND,Snodland,1995-01-01,570660.0,161860.0,O,3,89305,False,4,15616,SNODLND,Snodland
SNSTJN,Stoats Nest Jn.,1995-01-01,530700.0,160500.0,T,3,87901,False,2,14895,SNSTJN,Stoats Nest Jn.
SNWDNAN,Snowdown,1995-01-01,624537.0,151141.0,O,3,89516,False,4,15886,SNWDNAN,Snowdown
SOAK,Sutton Oak (H. Chemicals),1996-01-03,393900.0,352800.0,O,6,35441,False,2,12529,SOAK,Sutton Oak (H. Chemicals)
SOAV,Stratford-upon-Avon,1995-01-01,419490.0,255150.0,T,5,66451,False,4,12909,SOAV,Stratford-upon-Avon
SOAVPWY,Stratford Parkway,2011-05-22,418490.0,256540.0,O,5,66449,False,4,12896,SOAVPWY,Stratford Parkway
SOHAM,Soham,1995-01-01,558716.0,273257.0,T,3,46276,False,4,15501,SOHAM,Soham
SOHODED,Soho LMD,1995-01-01,403900.0,288800.0,O,5,65828,False,2,12675,SOHODED,Soho LMD
SOHOEJ,Soho East Jn,1995-01-01,403900.0,288700.0,M,5,65832,False,2,12674,SOHOEJ,Soho East Jn
SOHONJ,Soho North Jn,1995-01-01,403600.0,288600.0,M,5,65825,False,2,12668,SOHONJ,Soho North Jn
SOHOSJ,Soho South Jn,1995-01-01,404000.0,288300.0,M,5,65826,False,2,12676,SOHOSJ,Soho South Jn
SOKEJN,Stoke Jn.,1995-01-01,501721.0,325245.0,T,8,44999,False,2,14223,SOKEJN,Stoke Jn.
SOLEST,Sole Street,1995-01-01,565583.0,167583.0,O,3,88489,False,4,15579,SOLEST,Sole Street
SOLIHUL,Solihull,1995-01-01,414490.0,279620.0,O,5,66431,False,4,12839,SOLIHUL,Solihull
SOTDED,Southampton Eastern Docks,1995-01-01,442700.0,109500.0,O,3,86516,False,2,13331,SOTDED,Southampton Eastern Docks
SOTDWD,Southampton Western Docks,1995-01-01,440980.0,110019.0,O,3,86602,False,2,13296,SOTDWD,Southampton Western Docks
SOTNHVP,Southampton Hoverport,1995-01-01,442700.0,109400.0,O,3,86515,False,2,13330,SOTNHVP,Southampton Hoverport
SOTNTQ,Southampton Town Quay (Ship),1999-05-30,441884.0,110798.0,O,3,0,True,4,13313,SOTNTQ,Southampton Town Quay (Ship)
SOTO740,Southampton Signal E740,1995-01-01,438277.0,112826.0,O,3,86521,False,2,13244,SOTO740,Southampton Signal E740
SOTODGL,Southampton Down Goods Lp,1995-01-01,440900.0,112150.0,O,3,86524,False,2,13294,SOTODGL,Southampton Down Goods Lp
SOTOMCT,Southampton M.C.T.,1995-01-01,438277.0,112726.0,O,3,86531,False,2,13243,SOTOMCT,Southampton M.C.T.
SOTON,Southampton Central,1995-01-01,441327.0,112161.0,T,3,86520,False,4,13302,SOTON*,Southampton *
SOTONB,Southampton Down Bay,2000-06-01,441327.0,112161.0,O,3,86520,True,3,13302,SOTON*,Southampton *
SOTONBS,Southampton Down Bay Sdg,2000-06-01,441327.0,112161.0,O,3,86520,True,3,13302,SOTON*,Southampton *
SOTONDG,Southampton Dock Gates,1995-01-01,442715.0,110523.0,O,3,86514,False,2,13336,SOTONDG,Southampton Dock Gates
SOTONDY,Southampton Down T.C.,1995-01-01,443040.0,112770.0,O,3,86506,False,2,13343,SOTONDY,Southampton Down T.C.
SOTONSF,Southampton Stn Forecourt,1995-01-01,441327.0,112161.0,O,3,86520,False,3,13302,SOTON*,Southampton *
SOTOUGL,Southampton Up Goods Loop,1995-01-01,440740.0,112525.0,O,3,86522,False,2,13290,SOTOUGL,Southampton Up Goods Loop
SOTPKWY,Southampton Airport Parkway,1995-01-01,444836.0,117013.0,O,3,86495,False,4,13380,SOTPKWY,Southampton Airport Parkway
SOUT087,Southport Signal 1087,1995-01-01,333832.0,417135.0,O,6,35001,False,3,11515,SOUT*,Southport*
SOUT112,Southport Signal 112,1995-01-01,333800.0,417400.0,O,6,35007,False,2,11512,SOUT112,Southport Signal 112
SOUT149,Southport Signal 149,1995-01-01,333800.0,417500.0,O,6,35006,False,2,11513,SOUT149,Southport Signal 149
SOUTCHS,Southport C.H.S.,1995-01-01,333800.0,417200.0,O,6,35003,False,2,11511,SOUTCHS,Southport C.H.S.
SOUTHPT,Southport,1995-01-01,333832.0,417135.0,T,6,35001,False,4,11515,SOUT*,Southport*
SOUTWSD,Southport Wall Sidings,1995-01-01,333800.0,417600.0,O,6,35003,False,2,11514,SOUTWSD,Southport Wall Sidings
SPALDNG,Spalding,1995-01-01,524390.0,322840.0,T,8,46014,False,4,14678,SPALDNG,Spalding
SPAROAD,Spa Road Jn,1995-01-01,534400.0,179100.0,O,3,88408,False,2,15042,SPAROAD,Spa Road Jn
SPDN,Spondon,1995-01-01,439700.0,335139.0,M,8,57435,False,4,13270,SPDN,Spondon
SPDNC,Spondon Courtaulds,1995-01-01,440072.0,333621.0,O,5,57434,False,2,13283,SPDNC,Spondon Courtaulds
SPEANBD,Spean Bridge,1995-01-01,222120.0,781430.0,O,9,6027,False,4,10146,SPEANBD,Spean Bridge
SPEANCE,Spean Bridge C.E.,1995-01-01,222250.0,781400.0,O,9,6026,False,2,10147,SPEANCE,Spean Bridge C.E.
SPEKEJ,Speke Jn,1995-01-01,341800.0,384400.0,O,6,36328,False,2,11685,SPEKEJ,Speke Jn
SPFD,Springfield,1995-01-01,334960.0,711890.0,O,9,3207,False,4,11543,SPFD,Springfield
SPHL,Shippea Hill,1995-01-01,564174.0,284098.0,O,3,46268,False,4,15561,SPHL,Shippea Hill
SPHS,Staplehurst,1995-01-01,578392.0,144450.0,O,3,89326,False,4,15671,SPHS,Staplehurst
SPITAL,Spital,1995-01-01,333920.0,383020.0,O,6,38214,False,4,11517,SPITAL,Spital
SPLY,Shepley,1995-01-01,419630.0,410280.0,O,7,18496,False,4,12910,SPLY,Shepley
SPONRRW,Spooner Row,1995-01-01,609430.0,297491.0,O,3,48429,False,4,15806,SPONRRW,Spooner Row
SPRB,Springs Branch,1995-01-01,358500.0,405300.0,O,6,35149,False,2,11952,*,*
SPRBDGL,Springs Branch Dn Gds Loop,2001-09-30,358500.0,405300.0,O,6,35149,False,1,11952,*,*
SPRBJN,Springs Branch Jn,1995-01-01,358500.0,405200.0,O,6,35152,False,2,11951,SPRBJN,Springs Branch Jn
SPRBUGL,Springs Branch Up Gds Loop,2001-09-30,358500.0,405300.0,O,6,35149,False,1,11952,*,*
SPRD,Spring Road,1995-01-01,411150.0,282840.0,O,5,66440,False,4,12794,SPRD,Spring Road
SPRNGBN,Springburn,1995-01-01,260570.0,667670.0,T,9,6521,False,4,10556,SPRNGBN,Springburn
SPTCHLL,Spetchley Loop,1995-01-01,393813.0,258035.0,O,5,67009,False,2,12526,SPTCHLL,Spetchley Loop
SPTN,Shipton,1995-01-01,428143.0,218642.0,O,5,74464,False,4,13042,SPTN,Shipton
SPWDJN,Springwood Jn,1995-01-01,413700.0,416400.0,O,7,18486,False,2,12834,SPWDJN,Springwood Jn
SQUIRES,Squires Gate,1995-01-01,330883.0,431734.0,O,6,30035,False,4,11431,SQUIRES,Squires Gate
SRUISLP,South Ruislip,1995-01-01,511070.0,185440.0,T,5,73420,False,4,14365,SRUISLP,South Ruislip
SSEACLE,Southsea Hoverport,1995-01-01,463542.0,98803.0,O,3,0,True,4,13843,SSEACLE,Southsea Hoverport
STADJN,St. Andrews Jn.,1995-01-01,408441.0,286342.0,M,5,66323,False,2,12733,STADJN,St. Andrews Jn.
STAFDSS,Stafford Down Sdgs,1995-01-01,391303.0,323189.0,O,5,43321,False,2,12480,STAFDSS,Stafford Down Sdgs
STAFFDS,Stafford Dinham Sidings,1996-11-03,391874.0,322817.0,T,5,43318,False,2,12490,STAFFDS,Stafford Dinham Sidings
STAFFDY,Stafford Yard,1996-09-30,391800.0,322800.0,O,5,43316,False,2,12488,STAFFDY,Stafford Yard
STAFFRD,Stafford,1995-01-01,391870.0,322933.0,T,5,43314,False,4,12489,STAFFRD,Stafford
STAFSBS,Stafford Salop Branch Sdg,1995-01-01,391303.0,323289.0,O,5,43311,False,2,12481,STAFSBS,Stafford Salop Branch Sdg
STAIDGL,Staines D.G.L.,1995-01-01,504200.0,171300.0,O,3,87115,False,2,14259,STAIDGL,Staines D.G.L.
STAINES,Staines,1995-01-01,504150.0,171446.0,T,3,87114,False,4,14256,STAIN*,Staines*
STAINSD,Staines C.H.S.,1995-01-01,504200.0,171400.0,O,3,87113,False,2,14260,STAIN*,Staines *
STAINSE,Staines Sidings Ent-Exit,2005-12-06,476390.0,745927.0,M,3,87088,False,2,13972,STAINSE,Staines Sidings Ent-Exit
STAINSS,Staines Station,2000-06-01,504150.0,171446.0,O,3,87114,True,3,14256,STAIN*,Staines*
STAINUL,Staines Up Loop,1995-01-01,504200.0,171400.0,O,3,87116,False,2,14260,STAIN*,Staines *
STALBCS,St. Albans Centre Sidings,1995-01-01,515363.0,207276.0,O,8,63202,False,2,14423,STALBCS,St. Albans Centre Sidings
STALBCY,St. Albans,1995-01-01,515549.0,207076.0,T,8,63201,False,4,14434,STALBCY,St. Albans
STALBNA,St. Albans Abbey,1995-01-01,514526.0,206414.0,T,5,71030,False,4,14407,STALBNA,St. Albans Abbey
STAMFD,Stamford,1995-01-01,502925.0,306650.0,O,8,45008,False,4,14238,STAMFD,Stamford
STAN201,Stanstead Airport Sig L1201,2005-11-12,305545.0,866633.0,M,3,47348,False,2,11066,STAN201,Stanstead Airport Sig L1201
STANAIR,Stansted Airport,1995-01-01,555683.0,223530.0,T,3,47344,False,4,15483,STANAIR,Stansted Airport
STANBUS,Stansted Airport Bus Stop,2004-12-12,653475.0,432425.0,O,3,0,False,2,16014,STANBUS,Stansted Airport Bus Stop
STANEJN,Stansted East Junction,1995-01-01,552900.0,224900.0,O,3,47346,False,2,15448,STANEJN,Stansted East Junction
